adoption_id,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,return_reason,days_to_return,returned
ADP020182,2.8,medium,14.8,hound,owner_surrender,23,0,none,1,6.5,6.5,4.3,5.1,3.5,1,0,1,0,house_rented,1,10.4,2.6,3,0,1,7.0,2.5,0,kept,,0
ADP020183,6.5,large,34.9,toy,stray,11,0,none,1,1.8,6.4,1.2,2.9,3.6,1,0,0,0,house_owned,1,3.7,5.3,4,0,0,5.9,2.4,0,separation_anxiety_destruction,1.0,1
ADP020184,1.4,large,29.9,mixed,owner_surrender,6,0,none,1,4.7,6.0,4.6,4.5,5.4,0,1,0,0,house_rented,1,4.1,4.7,1,0,0,4.0,0.2,0,kept,,0
ADP020185,6.0,large,37.5,working,stray,42,0,none,1,4.4,7.7,4.8,8.0,5.0,0,0,1,0,house_rented,1,2.1,3.5,3,0,0,5.7,4.5,0,kept,,0
ADP020186,7.2,xlarge,42.7,herding,born_in_care,17,0,none,1,2.3,4.4,3.0,4.6,6.7,0,0,0,0,house_owned,1,0.0,7.0,1,0,1,6.1,2.4,0,kept,,0
ADP020187,3.9,large,25.8,mixed,stray,18,0,none,1,2.8,3.9,3.2,6.1,2.7,0,1,0,1,house_owned,1,8.5,2.8,1,0,1,9.0,3.3,0,kept,,0
ADP020188,6.6,large,25.5,mixed,owner_surrender,3,0,none,1,2.0,5.9,1.0,5.6,4.2,1,0,0,0,apartment,0,8.8,6.3,2,0,0,9.0,0.7,1,kept,,0
ADP020189,0.4,large,31.2,mixed,transfer,57,0,none,1,0.4,3.3,4.2,7.8,3.5,0,0,0,0,house_owned,1,6.1,5.1,1,0,0,4.7,2.7,0,kept,,0
ADP020190,0.4,small,5.5,hound,stray,31,0,none,1,4.5,4.8,2.3,4.8,4.0,0,0,1,0,house_owned,1,5.0,3.2,1,0,1,7.4,1.6,0,kept,,0
ADP020191,1.1,medium,16.1,working,owner_surrender,5,0,none,1,2.1,2.4,1.8,7.9,6.5,1,0,1,0,house_rented,1,5.5,6.8,1,0,0,6.7,1.1,0,kept,,0
ADP020192,2.8,medium,20.4,mixed,stray,14,1,none,0,2.4,4.8,7.2,4.6,7.1,1,0,1,0,house_owned,1,7.6,5.9,1,0,1,4.6,1.3,0,aggression,1.0,1
ADP020193,3.3,small,11.1,herding,stray,47,0,none,1,6.5,0.8,1.5,5.6,3.9,1,0,0,1,apartment,0,10.5,2.2,1,1,0,7.3,3.4,0,kept,,0
ADP020194,2.2,large,30.6,hound,stray,9,0,none,1,3.7,5.7,2.6,6.8,1.6,1,1,0,1,apartment,0,4.0,3.4,1,0,0,5.1,3.4,1,housing_landlord,71.7,1
ADP020195,2.4,medium,17.3,working,born_in_care,34,0,none,1,0.0,8.5,5.9,8.5,5.4,0,0,0,0,apartment,0,6.9,4.0,2,0,0,6.9,4.5,0,kept,,0
ADP020196,11.7,small,5.9,terrier,transfer,17,1,none,1,3.0,5.2,3.6,5.2,2.9,0,1,1,0,house_rented,1,12.6,10.0,1,0,1,10.0,4.8,0,kept,,0
ADP020197,3.5,medium,16.2,hound,transfer,48,0,chronic,1,1.6,3.2,0.5,9.5,4.9,1,1,0,0,house_rented,1,2.5,1.7,1,0,0,8.7,7.8,0,kept,,0
ADP020198,6.8,medium,14.4,hound,stray,28,0,none,1,1.2,2.7,0.7,7.4,3.8,0,1,0,0,house_rented,1,10.4,6.4,2,0,0,5.8,1.0,0,conflict_with_resident_pets,1.9,1
ADP020199,2.6,large,25.5,terrier,stray,10,0,none,0,2.1,2.8,4.5,5.9,6.1,0,0,0,0,house_owned,1,5.4,4.6,1,0,0,6.0,1.3,0,kept,,0
ADP020200,7.6,large,22.9,sporting,stray,25,0,chronic,1,4.7,6.4,5.2,8.7,5.2,1,0,0,1,house_owned,1,3.7,3.6,1,1,0,7.1,5.1,0,conflict_with_resident_pets,2.2,1
ADP020201,1.6,medium,18.1,herding,stray,82,0,none,1,3.7,4.8,4.2,10.0,8.5,1,0,1,0,apartment,0,4.7,6.5,1,0,0,3.2,3.5,0,kept,,0
ADP020202,2.9,small,6.9,hound,stray,21,1,none,1,5.0,0.0,7.2,5.8,5.1,0,0,0,0,house_owned,1,5.4,7.3,1,0,0,8.2,1.5,0,kept,,0
ADP020203,5.1,small,8.4,herding,stray,20,0,none,1,3.1,3.4,5.2,6.8,4.7,0,0,1,0,house_owned,1,3.3,5.2,2,0,1,5.7,1.6,0,kept,,0
ADP020204,3.1,medium,18.3,mixed,stray,31,0,minor,1,2.3,4.9,4.4,10.0,5.7,0,0,0,0,apartment,0,5.5,6.7,1,0,0,6.5,3.3,0,housing_landlord,5.1,1
ADP020205,9.4,small,7.5,mixed,owner_surrender,1,0,minor,1,1.1,2.1,2.3,6.5,2.9,0,0,0,0,apartment,0,10.4,5.8,1,0,0,7.7,0.7,0,kept,,0
ADP020206,3.0,small,5.7,mixed,owner_surrender,8,0,minor,1,0.0,0.4,3.6,3.6,3.0,0,0,0,0,apartment,0,1.6,5.8,4,0,0,7.9,2.2,0,kept,,0
ADP020207,2.0,large,32.5,mixed,owner_surrender,38,0,none,1,0.6,5.3,3.5,7.4,3.9,0,0,0,0,apartment,0,0.6,6.0,2,0,1,5.7,1.4,1,kept,,0
ADP020208,3.0,small,6.4,terrier,transfer,13,0,none,1,2.2,5.8,2.3,7.5,2.4,0,0,0,1,apartment,0,6.3,4.6,2,0,0,6.6,2.9,0,kept,,0
ADP020209,3.0,medium,17.0,herding,stray,37,0,none,1,6.1,3.8,6.2,10.0,5.1,1,0,0,0,apartment,0,4.1,4.7,3,0,0,4.5,5.3,0,kept,,0
ADP020210,14.9,large,31.6,terrier,stray,42,0,none,1,3.7,6.2,4.7,4.1,1.1,0,0,0,1,house_owned,0,12.1,7.6,1,0,1,9.1,3.5,0,kept,,0
ADP020211,2.8,large,21.6,terrier,stray,55,0,none,1,4.4,9.1,2.0,4.0,1.3,0,0,0,0,apartment,0,7.1,7.5,2,0,1,8.4,3.5,1,separation_anxiety_destruction,1.0,1
ADP020212,6.7,small,6.7,working,transfer,22,0,none,1,1.5,4.1,3.3,5.8,6.6,0,0,1,1,house_owned,1,2.7,8.6,2,0,0,6.8,2.8,0,kept,,0
ADP020213,1.8,medium,14.9,working,owner_surrender,31,0,none,1,0.0,1.3,0.2,7.3,4.7,0,1,0,0,apartment,0,6.4,2.2,3,0,1,10.0,5.1,0,kept,,0
ADP020214,4.0,large,34.5,mixed,stray,20,1,minor,1,3.4,6.1,8.1,3.8,3.6,0,1,0,1,house_owned,1,7.7,5.8,4,0,0,1.9,2.0,0,kept,,0
ADP020215,9.2,xlarge,44.2,terrier,stray,24,1,none,1,0.0,0.6,3.8,7.2,6.0,0,1,0,1,apartment,0,9.9,6.6,1,0,1,5.3,0.6,1,kept,,0
ADP020216,7.2,small,7.6,toy,stray,38,0,none,1,2.3,5.9,4.6,3.7,5.2,1,0,1,0,house_owned,1,2.7,4.7,2,0,0,6.3,1.0,0,kept,,0
ADP020217,6.4,small,5.2,hound,owner_surrender,11,0,none,1,2.4,3.8,4.0,4.4,3.9,0,0,1,0,house_owned,1,2.6,7.1,1,0,1,4.2,2.7,0,kept,,0
ADP020218,2.8,xlarge,40.6,herding,born_in_care,7,0,none,1,3.5,5.6,4.7,7.6,5.3,0,0,1,1,apartment,0,8.1,3.2,1,0,1,5.4,4.4,1,kept,,0
ADP020219,1.8,small,3.5,terrier,stray,29,0,none,1,2.2,3.6,4.8,1.4,5.9,1,0,1,1,house_owned,1,1.6,5.0,2,1,1,6.6,3.6,0,kept,,0
ADP020220,16.0,xlarge,50.3,herding,born_in_care,48,0,minor,1,4.3,2.2,4.0,3.9,3.2,0,1,0,1,house_rented,1,4.6,9.5,3,0,0,9.8,5.6,0,unmet_expectations,97.4,1
ADP020221,3.5,large,28.3,mixed,stray,3,0,none,1,5.0,5.1,3.7,7.0,7.6,1,0,0,1,apartment,1,5.8,7.1,1,1,1,6.0,0.1,1,kept,,0
ADP020222,5.2,large,34.6,mixed,stray,38,0,minor,1,0.3,5.3,0.1,8.2,4.6,1,0,1,0,house_rented,1,10.2,5.1,2,0,1,6.9,3.1,0,kept,,0
ADP020223,5.0,large,23.8,mixed,owner_surrender,6,0,minor,1,2.1,5.0,3.3,7.9,7.5,0,0,0,1,house_owned,1,12.3,1.0,3,1,0,8.8,6.9,0,aggression,1.1,1
ADP020224,1.6,small,6.8,herding,owner_surrender,27,0,none,1,4.3,4.7,4.3,8.9,10.0,1,0,0,1,apartment,0,11.9,2.7,1,1,1,9.5,6.2,0,kept,,0
ADP020225,2.3,large,36.5,mixed,owner_surrender,89,0,none,1,1.4,1.7,3.2,4.4,9.1,1,0,0,0,house_owned,1,12.2,6.0,1,0,1,5.3,1.6,0,kept,,0
ADP020226,3.0,large,44.9,mixed,owner_surrender,57,0,none,1,1.5,3.8,0.0,5.4,7.1,1,0,1,1,house_rented,1,5.2,6.6,1,0,1,5.6,1.2,0,kept,,0
ADP020227,0.2,medium,16.6,mixed,transfer,3,0,none,1,3.6,1.6,2.5,2.3,5.0,1,0,0,1,house_owned,1,7.1,10.0,1,1,0,6.8,7.7,0,kept,,0
ADP020228,2.3,small,8.1,hound,owner_surrender,85,1,none,1,2.5,4.1,4.8,5.5,5.2,1,1,0,1,house_owned,1,4.3,6.3,3,1,0,6.0,0.8,0,kept,,0
ADP020229,1.7,medium,16.8,herding,stray,24,0,chronic,1,3.7,5.2,0.0,7.8,4.6,0,1,0,0,apartment,0,5.3,7.6,1,0,0,5.6,0.2,0,kept,,0
ADP020230,4.2,small,10.9,mixed,owner_surrender,10,0,none,1,5.3,6.0,4.4,8.7,3.1,1,0,0,0,house_rented,1,2.8,7.0,1,0,1,4.9,1.7,0,kept,,0
ADP020231,2.3,medium,20.6,toy,owner_surrender,28,0,none,1,2.1,6.5,5.6,10.0,2.2,1,1,0,0,apartment,0,7.5,6.6,1,0,0,5.1,3.4,0,kept,,0
ADP020232,2.3,medium,17.7,mixed,stray,29,1,none,1,5.4,3.4,3.0,8.9,3.8,0,0,0,1,apartment,0,10.4,2.9,2,0,0,7.8,6.0,0,kept,,0
ADP020233,2.6,medium,18.8,toy,stray,20,1,none,1,3.6,7.6,3.5,6.9,5.6,0,0,1,0,house_rented,1,7.3,6.2,1,0,0,8.9,0.7,0,kept,,0
ADP020234,4.7,small,6.4,mixed,stray,7,0,none,1,1.6,4.1,2.9,7.0,2.2,0,0,0,0,apartment,0,0.8,5.5,1,0,0,9.3,1.5,0,unmet_expectations,36.4,1
ADP020235,4.8,small,6.4,sporting,born_in_care,34,0,none,1,1.2,1.7,5.1,5.3,6.7,1,0,0,1,house_rented,0,2.9,8.6,1,1,1,7.3,3.3,0,kept,,0
ADP020236,13.1,medium,18.4,mixed,stray,46,1,none,1,2.3,6.3,2.9,3.5,2.9,0,0,0,1,house_rented,1,5.1,5.6,2,1,0,6.4,2.1,0,kept,,0
ADP020237,0.7,small,4.0,mixed,stray,15,0,none,1,3.5,2.9,4.9,5.6,3.5,1,1,0,1,house_rented,1,8.1,3.8,1,1,0,6.6,1.8,0,kept,,0
ADP020238,2.2,large,35.2,herding,transfer,15,0,minor,1,3.6,4.0,1.3,7.1,6.6,0,0,0,0,house_owned,1,9.2,0.0,1,0,0,7.5,7.1,0,kept,,0
ADP020239,6.2,xlarge,43.0,terrier,stray,53,0,none,1,7.5,2.4,6.2,4.3,1.4,0,0,0,1,house_owned,1,3.9,3.7,2,1,0,5.4,0.6,0,aggression,2.5,1
ADP020240,1.4,medium,14.0,terrier,stray,2,0,none,1,2.1,6.5,5.3,6.3,1.5,0,0,1,0,house_rented,1,1.6,7.9,3,0,0,8.5,1.6,0,separation_anxiety_destruction,51.8,1
ADP020241,6.0,medium,16.1,terrier,stray,61,0,chronic,0,1.4,2.7,3.1,10.0,5.1,0,1,1,0,house_owned,1,5.8,3.9,4,0,0,7.4,6.1,0,kept,,0
ADP020242,4.0,small,5.9,sporting,stray,49,0,none,1,0.3,3.7,4.0,6.1,8.2,0,0,0,0,house_owned,0,5.1,4.1,2,0,0,7.7,2.0,0,kept,,0
ADP020243,3.1,small,7.3,mixed,born_in_care,69,1,minor,1,0.1,1.8,8.4,10.0,2.7,0,0,0,0,house_owned,1,4.6,3.5,1,0,0,9.6,6.5,0,kept,,0
ADP020244,2.0,large,26.8,toy,transfer,136,1,none,1,2.1,4.7,3.0,6.2,7.9,0,0,0,0,house_owned,1,6.1,4.9,1,0,1,8.5,1.3,0,kept,,0
ADP020245,1.3,small,7.0,terrier,transfer,16,0,minor,1,4.7,8.4,4.5,4.0,1.3,1,1,1,0,house_rented,1,9.2,6.6,1,0,0,7.2,2.6,0,separation_anxiety_destruction,8.2,1
ADP020246,3.5,large,33.1,hound,owner_surrender,20,0,none,1,3.8,5.4,7.0,6.1,7.1,0,1,0,0,house_owned,0,12.1,8.1,4,0,0,6.0,2.0,0,kept,,0
ADP020247,1.6,medium,15.8,terrier,transfer,84,0,none,1,0.0,5.0,0.3,1.6,4.7,0,0,0,1,house_rented,1,10.2,5.4,1,1,1,8.0,3.8,0,kept,,0
ADP020248,4.4,small,9.3,working,owner_surrender,62,0,none,1,2.5,2.6,3.2,6.3,6.1,1,0,0,1,house_owned,1,13.6,5.0,1,1,0,5.8,1.3,0,kept,,0
ADP020249,1.8,small,6.6,herding,transfer,29,0,none,0,0.0,7.9,5.2,10.0,4.4,0,0,0,1,house_rented,0,7.9,3.1,2,1,1,7.6,6.9,0,kept,,0
ADP020250,5.4,xlarge,47.4,terrier,transfer,21,0,none,1,0.2,0.7,7.4,4.4,4.3,1,0,1,0,house_owned,1,5.0,7.1,1,0,0,8.2,2.7,0,unmet_expectations,10.1,1
ADP020251,6.3,large,26.3,herding,transfer,7,1,none,0,5.4,4.0,5.3,7.5,4.5,1,1,0,1,apartment,0,11.0,1.8,2,0,1,6.7,5.7,1,kept,,0
ADP020252,4.7,large,28.5,toy,owner_surrender,130,0,none,1,1.9,6.0,4.6,2.1,8.7,0,1,0,0,house_rented,1,3.1,6.1,2,0,0,9.4,4.0,0,kept,,0
ADP020253,2.3,small,4.6,herding,owner_surrender,42,0,none,1,1.5,3.5,4.6,9.1,4.9,1,1,0,1,house_rented,1,1.5,5.1,2,1,0,6.4,4.0,0,kept,,0
ADP020254,4.9,large,30.5,herding,stray,24,1,none,1,0.6,6.1,4.4,5.0,5.2,1,1,0,1,apartment,0,9.0,7.2,1,1,0,6.4,2.2,1,kept,,0
ADP020255,0.5,medium,18.0,sporting,stray,30,0,none,1,1.5,2.9,4.4,6.2,6.0,1,0,0,0,apartment,1,5.3,5.2,1,0,1,5.1,1.0,0,other,34.5,1
ADP020256,0.9,small,6.5,mixed,owner_surrender,26,0,minor,1,2.6,9.8,3.6,7.2,4.4,0,0,0,0,house_owned,1,3.8,6.1,1,0,0,7.0,1.1,0,kept,,0
ADP020257,0.6,large,23.8,mixed,owner_surrender,27,1,none,0,0.0,3.8,3.2,7.0,7.4,0,0,1,1,apartment,0,6.0,5.8,3,1,1,8.4,1.2,1,kept,,0
ADP020258,2.3,large,37.1,working,stray,11,0,none,1,0.9,2.9,2.8,7.2,2.4,0,0,1,0,house_owned,1,6.4,5.4,3,0,0,8.6,1.8,0,kept,,0
ADP020259,5.2,medium,18.8,mixed,owner_surrender,102,0,minor,1,1.8,3.8,1.8,7.1,5.6,1,0,0,1,house_owned,1,6.1,5.3,2,0,1,4.7,1.8,0,conflict_with_resident_pets,5.6,1
ADP020260,4.6,xlarge,36.4,mixed,stray,21,0,minor,0,3.7,2.1,3.1,5.0,7.5,0,0,1,1,apartment,0,6.4,2.8,1,1,0,4.2,2.2,1,kept,,0
ADP020261,5.7,large,25.3,toy,owner_surrender,29,0,none,0,0.6,2.9,3.2,3.9,6.7,1,0,0,0,apartment,0,4.0,5.4,4,0,0,7.1,1.5,1,kept,,0
ADP020262,1.9,large,37.4,terrier,owner_surrender,16,0,chronic,1,5.2,4.5,4.6,8.9,5.2,0,0,0,0,apartment,0,7.6,8.9,2,0,0,4.1,0.0,1,kept,,0
ADP020263,0.9,small,8.6,terrier,stray,20,1,none,1,5.4,2.6,6.5,10.0,0.4,1,0,0,1,house_owned,1,1.9,2.1,1,1,0,8.3,7.9,0,unmet_expectations,7.9,1
ADP020264,3.4,xlarge,46.1,hound,owner_surrender,5,0,none,1,4.3,4.6,2.6,4.7,4.6,0,0,0,1,apartment,0,6.9,6.4,1,1,0,5.2,1.7,1,kept,,0
ADP020265,5.7,medium,17.2,herding,stray,9,0,chronic,1,5.4,6.5,7.0,4.1,6.0,0,0,0,1,apartment,0,4.0,5.2,2,1,0,7.4,1.1,0,kept,,0
ADP020266,1.3,large,34.7,working,stray,7,0,minor,1,0.0,4.5,1.6,6.1,7.9,1,0,1,0,house_owned,1,2.8,4.9,1,0,1,4.9,1.2,0,kept,,0
ADP020267,7.7,small,5.0,terrier,owner_surrender,11,0,none,0,0.0,4.9,4.6,5.9,3.0,1,0,0,1,house_rented,1,2.8,7.5,1,1,1,6.6,1.6,0,kept,,0
ADP020268,1.7,medium,27.3,terrier,owner_surrender,4,0,none,1,1.6,3.3,5.5,7.1,6.8,0,0,0,0,apartment,0,10.7,5.1,2,0,1,5.6,2.0,0,kept,,0
ADP020269,5.1,large,33.7,herding,transfer,15,0,none,1,8.4,4.1,5.8,8.7,1.4,0,0,1,1,house_rented,1,7.3,4.5,2,0,0,3.9,4.2,0,aggression,1.0,1
ADP020270,8.9,small,6.7,working,stray,56,0,minor,1,1.6,4.6,0.0,6.5,6.5,1,1,1,1,apartment,0,9.0,3.2,1,0,1,6.0,3.3,0,conflict_with_resident_pets,11.4,1
ADP020271,2.8,small,4.7,mixed,owner_surrender,30,1,chronic,1,2.2,1.5,3.7,6.1,4.1,0,0,1,1,apartment,0,3.8,5.0,1,1,1,4.9,1.1,0,kept,,0
ADP020272,3.4,medium,22.1,herding,stray,17,0,none,1,1.1,2.2,0.0,4.6,2.6,1,0,0,0,house_owned,1,6.6,1.3,1,0,0,5.4,3.3,0,kept,,0
ADP020273,0.8,small,7.2,hound,transfer,52,0,none,1,1.2,6.1,1.0,6.7,9.7,1,1,1,1,house_rented,0,5.0,4.5,2,0,0,8.4,2.2,0,kept,,0
ADP020274,10.1,large,25.6,mixed,stray,26,0,minor,1,1.7,2.5,4.9,3.1,2.0,0,0,1,0,house_owned,1,6.2,6.2,1,0,1,5.5,3.1,0,kept,,0
ADP020275,5.1,small,5.4,hound,stray,8,0,none,1,1.2,4.3,5.3,3.6,5.3,1,1,1,1,apartment,0,14.0,0.2,2,1,0,7.9,3.4,0,kept,,0
ADP020276,1.4,large,24.2,toy,stray,35,0,none,1,3.7,8.1,4.6,6.3,4.2,0,0,0,0,house_rented,0,4.3,7.4,3,0,0,3.8,1.1,0,kept,,0
ADP020277,1.2,medium,14.5,hound,stray,16,0,none,1,3.0,0.4,0.3,7.4,6.0,1,1,0,0,house_rented,1,4.1,5.3,1,0,0,7.2,2.1,0,kept,,0
ADP020278,1.3,large,36.9,mixed,transfer,83,0,none,1,4.0,5.5,3.3,7.4,3.9,0,1,0,0,house_owned,1,2.5,4.0,2,0,0,6.0,3.4,0,kept,,0
ADP020279,1.3,large,29.5,mixed,transfer,7,0,none,1,1.7,3.6,4.3,5.0,9.5,1,0,0,0,apartment,0,9.1,7.0,2,0,0,9.7,2.0,1,kept,,0
ADP020280,6.1,medium,18.5,mixed,stray,30,0,none,1,4.9,7.7,7.2,9.3,4.9,0,1,0,1,house_owned,1,4.1,6.8,2,0,0,4.5,2.5,0,kept,,0
ADP020281,4.8,xlarge,46.5,herding,transfer,17,0,none,1,3.5,8.0,2.9,6.8,5.8,1,1,0,0,apartment,0,8.2,7.8,2,0,0,8.5,1.0,1,kept,,0
ADP020282,3.6,large,34.0,working,stray,39,0,none,1,0.2,5.5,2.7,5.5,1.7,1,1,0,1,house_rented,1,12.7,4.9,1,1,1,5.7,0.6,0,kept,,0
ADP020283,6.2,medium,21.2,terrier,stray,6,0,none,1,3.4,3.7,3.1,8.1,3.5,0,0,0,0,apartment,0,4.8,5.8,1,0,1,5.8,2.3,0,kept,,0
ADP020284,1.3,large,31.4,working,stray,33,0,none,1,1.7,0.8,3.2,7.2,4.8,1,1,0,1,house_owned,1,5.8,8.2,3,0,0,7.1,1.0,0,kept,,0
ADP020285,2.1,small,5.2,terrier,transfer,29,0,minor,0,1.1,1.4,4.4,8.5,5.0,1,0,0,0,apartment,0,4.2,7.4,1,0,0,4.3,1.1,0,kept,,0
ADP020286,5.3,large,40.4,mixed,born_in_care,53,0,none,0,0.0,0.0,1.4,4.6,3.9,0,0,0,0,house_owned,1,8.2,8.0,4,0,0,6.4,3.4,0,kept,,0
ADP020287,3.2,medium,10.7,terrier,owner_surrender,37,0,none,1,4.1,5.4,5.3,7.9,5.5,1,0,0,0,house_owned,0,8.8,2.2,2,0,1,5.8,5.7,0,kept,,0
ADP020288,2.1,large,28.7,terrier,transfer,48,0,none,1,0.0,2.0,0.3,5.1,2.6,0,0,0,1,house_rented,1,1.7,3.7,1,0,0,8.4,1.4,0,kept,,0
ADP020289,3.5,small,7.1,working,owner_surrender,33,0,none,1,3.4,3.5,1.6,6.7,6.2,1,1,1,1,apartment,0,3.2,7.1,1,0,0,6.0,0.4,0,kept,,0
ADP020290,3.5,large,27.9,working,born_in_care,3,0,none,1,4.8,2.9,4.6,3.2,6.4,1,0,0,0,house_owned,1,4.7,6.2,1,0,0,8.9,3.0,0,kept,,0
ADP020291,5.4,medium,18.0,mixed,owner_surrender,47,0,none,1,2.0,4.5,1.9,4.3,4.6,1,1,0,0,house_owned,1,6.1,2.3,1,0,0,6.7,2.0,0,kept,,0
ADP020292,5.8,large,24.0,hound,stray,45,0,none,1,2.1,6.2,5.5,7.5,10.0,0,1,0,1,house_owned,1,8.8,10.0,1,0,0,3.6,2.5,0,conflict_with_resident_pets,6.7,1
ADP020293,2.7,small,5.7,mixed,stray,27,0,chronic,1,3.9,6.5,3.8,6.3,2.0,0,0,0,1,apartment,0,8.1,2.9,2,0,1,5.7,3.4,0,kept,,0
ADP020294,3.4,large,25.9,mixed,stray,53,1,none,1,4.6,7.0,4.8,5.5,6.3,0,0,0,0,house_owned,1,1.2,7.5,1,0,0,5.2,2.0,0,kept,,0
ADP020295,6.1,medium,19.0,terrier,stray,9,0,none,1,5.6,7.3,5.4,4.9,5.3,0,0,1,1,house_owned,1,8.1,9.8,2,0,1,6.7,4.9,0,kept,,0
ADP020296,1.6,medium,14.9,mixed,transfer,33,0,none,0,5.2,4.9,4.0,4.6,2.1,1,0,0,1,house_owned,1,8.5,3.9,1,0,1,6.9,0.7,0,separation_anxiety_destruction,69.0,1
ADP020297,6.0,medium,12.3,toy,transfer,13,0,none,1,0.7,6.4,0.0,3.3,0.0,0,0,0,0,house_owned,1,3.3,2.8,1,0,0,5.4,0.5,0,kept,,0
ADP020298,1.9,small,7.2,terrier,owner_surrender,24,0,chronic,1,1.2,4.2,3.7,4.6,1.3,0,1,0,1,apartment,0,3.6,3.8,1,0,1,9.7,0.8,0,kept,,0
ADP020299,1.4,large,28.7,herding,transfer,35,0,chronic,0,0.2,4.7,4.6,7.9,5.5,1,0,0,0,house_rented,1,9.4,3.9,1,0,0,8.6,4.0,0,kept,,0
ADP020300,4.8,medium,15.6,mixed,stray,34,0,chronic,1,1.2,5.5,1.1,4.2,7.3,1,1,0,0,house_owned,1,3.9,1.4,1,0,0,3.0,2.8,0,kept,,0
ADP020301,1.8,large,30.1,mixed,stray,16,1,minor,1,1.9,3.9,7.2,7.0,3.2,0,0,0,0,apartment,0,5.9,6.6,1,0,0,4.9,0.4,1,kept,,0
ADP020302,1.3,medium,17.5,sporting,transfer,87,0,none,1,2.9,3.3,1.7,5.9,6.3,0,1,0,0,house_owned,1,13.6,6.7,2,0,1,8.3,0.8,0,kept,,0
ADP020303,1.8,medium,22.9,terrier,stray,21,0,none,0,3.9,4.1,4.2,4.6,3.8,1,0,1,0,house_rented,1,4.1,5.5,2,0,0,3.4,0.9,0,kept,,0
ADP020304,1.9,medium,22.6,mixed,stray,63,0,none,1,0.9,0.9,1.0,5.7,0.6,1,0,1,1,apartment,0,0.4,0.9,2,0,0,7.2,4.8,0,kept,,0
ADP020305,0.4,large,31.7,hound,owner_surrender,63,0,none,1,1.4,5.1,6.5,5.0,3.6,0,0,0,1,house_owned,1,9.2,6.2,1,1,1,9.4,1.2,0,kept,,0
ADP020306,3.9,medium,16.5,hound,owner_surrender,13,1,none,1,4.4,2.5,1.9,5.2,3.5,1,0,1,1,house_owned,1,1.8,4.1,1,0,0,4.0,1.1,0,unmet_expectations,21.4,1
ADP020307,1.7,medium,20.5,mixed,stray,60,0,minor,1,0.0,3.7,1.3,5.9,10.0,0,0,0,1,house_owned,1,5.3,3.2,3,0,0,2.5,2.7,0,kept,,0
ADP020308,6.7,medium,14.0,sporting,stray,107,0,none,0,2.4,7.7,3.4,9.5,4.4,0,0,1,0,house_rented,1,4.4,5.1,3,0,0,9.2,4.4,0,kept,,0
ADP020309,3.8,large,24.0,sporting,stray,28,0,none,1,6.6,2.0,2.2,3.4,8.0,1,1,0,0,apartment,0,10.1,7.2,1,0,0,9.0,3.8,1,kept,,0
ADP020310,7.4,medium,19.6,sporting,born_in_care,23,0,none,1,4.7,6.2,1.4,5.4,5.2,1,0,0,1,house_rented,1,10.6,6.7,3,0,1,1.2,1.3,0,kept,,0
ADP020311,2.0,large,28.4,sporting,owner_surrender,33,0,none,1,3.8,0.0,0.0,6.9,2.5,0,0,0,0,house_owned,1,12.8,0.0,3,0,1,3.6,6.9,0,kept,,0
ADP020312,6.4,large,33.7,hound,stray,14,0,minor,1,3.2,4.4,0.9,4.2,3.8,1,1,0,0,house_rented,1,0.0,7.1,3,0,0,4.6,2.9,0,kept,,0
ADP020313,3.5,large,28.2,sporting,transfer,42,0,minor,0,4.8,4.3,7.6,1.1,9.7,0,1,1,0,house_owned,1,6.4,5.2,3,0,0,6.0,4.1,0,kept,,0
ADP020314,2.8,large,36.5,hound,born_in_care,91,0,minor,1,3.7,5.0,5.0,5.4,6.9,1,0,0,1,house_rented,1,8.4,6.5,1,0,1,2.8,1.1,0,kept,,0
ADP020315,1.3,medium,19.7,mixed,stray,107,0,minor,1,1.4,3.9,9.7,7.4,8.2,1,0,0,0,house_rented,0,5.7,6.7,4,0,1,7.9,0.7,0,kept,,0
ADP020316,8.8,medium,18.1,working,transfer,15,0,none,1,1.3,4.7,3.0,4.2,0.6,1,0,0,0,house_owned,1,8.3,5.3,1,0,0,6.5,1.1,0,kept,,0
ADP020317,8.6,medium,21.7,working,owner_surrender,11,0,none,1,0.8,3.5,0.0,4.9,7.1,0,0,0,0,apartment,0,2.3,3.4,3,0,0,6.3,1.5,0,kept,,0
ADP020318,5.3,large,30.2,mixed,owner_surrender,4,0,none,1,4.9,3.7,3.7,0.1,0.0,0,0,0,1,house_owned,1,0.7,5.5,1,0,0,8.4,5.4,0,kept,,0
ADP020319,9.3,medium,17.1,mixed,stray,24,0,none,1,3.8,5.4,3.8,5.6,5.2,0,0,1,1,house_owned,0,10.7,4.1,4,1,1,6.3,1.5,0,kept,,0
ADP020320,3.9,xlarge,32.5,working,owner_surrender,26,0,none,1,2.3,4.4,1.1,7.8,6.5,0,0,0,0,house_owned,1,0.0,5.2,1,0,1,5.3,2.6,0,kept,,0
