,age_years,weight_kg,days_in_shelter,previously_returned,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,size_large,size_medium,size_small,size_xlarge,breed_group_herding,breed_group_hound,breed_group_mixed,breed_group_sporting,breed_group_terrier,breed_group_toy,breed_group_working,intake_type_born_in_care,intake_type_owner_surrender,intake_type_stray,intake_type_transfer,medical_needs_chronic,medical_needs_minor,medical_needs_none,home_type_apartment,home_type_house_owned,home_type_house_rented
31721,3.4,5.8,17,0,1,2.5,3.7,4.9,5.3,8.7,1,1,1,1,0,6.0,2.6,1,1,0,4.3,2.7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
35139,1.2,8.9,28,1,1,0.0,7.0,3.3,8.5,10.0,1,0,0,0,1,7.1,6.6,1,0,1,6.6,1.9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
38833,10.3,7.1,8,0,1,2.9,7.1,1.1,6.9,4.9,1,0,1,0,1,7.4,6.0,1,0,0,10.0,0.9,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
33908,1.0,6.4,12,0,1,4.0,4.7,7.6,7.2,7.6,0,0,0,0,1,1.0,4.8,1,0,0,4.6,2.4,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
12713,1.8,28.4,95,0,1,5.1,7.1,6.4,10.0,2.7,0,0,0,1,1,6.6,6.2,1,0,1,8.4,3.8,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
3260,1.1,17.7,48,0,1,3.7,2.7,7.9,6.4,7.3,0,0,1,0,1,7.4,6.8,2,0,0,6.8,0.4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
28115,2.2,21.0,26,1,1,5.7,5.1,2.2,4.3,4.8,0,1,0,1,0,2.9,7.2,1,1,0,5.4,2.9,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
19367,5.2,4.6,53,0,1,0.0,5.4,2.6,6.1,8.2,0,1,0,0,1,6.3,4.2,2,0,0,9.5,1.9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
9905,5.5,28.0,153,0,1,6.1,3.5,5.3,6.1,3.4,0,0,1,1,0,3.3,9.7,2,1,0,5.5,3.6,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
20934,2.5,17.7,12,0,1,4.3,6.7,0.7,0.5,3.7,0,0,1,0,1,2.1,8.6,4,0,0,5.4,8.1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
8421,5.8,10.4,6,0,1,0.8,3.6,7.5,7.0,3.2,0,0,1,1,1,7.2,7.1,1,0,1,6.9,0.1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
743,3.9,8.4,12,1,1,0.0,1.7,4.1,8.8,4.1,1,1,1,0,0,7.3,3.7,1,0,0,8.9,5.1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
37867,1.6,20.5,50,0,1,5.0,6.3,1.0,5.6,4.6,0,0,0,1,1,7.5,7.4,1,1,1,8.1,1.8,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
25620,2.2,24.3,4,0,1,0.0,6.0,5.4,1.4,7.4,1,1,0,0,1,5.4,4.6,1,0,0,6.0,3.2,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
6693,3.5,13.1,6,0,1,0.0,0.0,2.3,6.6,7.0,0,0,1,1,0,6.9,1.9,1,1,0,10.0,4.7,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
17201,5.5,22.3,9,0,1,2.4,5.9,3.0,6.3,1.9,0,0,0,0,0,2.8,9.1,1,0,0,3.2,2.8,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False
34593,2.8,13.9,33,1,1,3.5,6.8,3.1,6.7,9.7,1,0,0,0,1,2.7,4.5,4,0,1,5.0,2.2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
41661,3.3,8.2,6,0,1,0.7,4.8,6.3,3.5,4.2,0,1,1,1,0,4.2,8.4,1,1,0,7.2,4.9,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
563,6.6,29.8,8,0,1,0.0,4.3,0.4,7.8,1.7,1,0,0,0,0,3.7,6.5,1,0,0,5.4,1.3,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
8775,4.0,16.6,53,0,1,1.0,4.4,4.0,5.1,2.7,0,1,1,1,1,0.8,3.7,1,1,0,6.5,1.4,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
13551,1.3,27.4,5,0,0,3.1,3.8,4.1,9.3,2.6,1,0,1,0,1,2.1,8.0,1,0,0,4.0,1.3,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
30011,0.6,29.1,4,1,1,3.6,4.3,5.3,5.8,4.9,0,1,0,1,1,12.4,5.9,2,0,0,6.0,0.1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
28037,5.5,24.3,26,0,1,3.6,5.1,3.5,6.4,4.9,0,0,0,0,1,9.8,6.4,1,0,0,5.1,0.0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
11948,2.3,6.5,51,0,1,4.5,3.2,4.1,4.4,2.0,0,0,1,0,0,3.7,3.6,1,0,0,7.4,0.8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
40547,9.9,5.0,77,0,1,4.7,4.9,1.8,6.6,3.8,0,0,0,0,0,7.3,4.7,1,0,0,10.0,1.9,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
21518,3.2,18.5,14,0,1,3.6,6.9,2.3,7.3,3.3,1,0,0,0,1,9.7,4.2,3,0,0,7.3,3.1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
29222,4.8,41.0,6,0,1,5.5,5.1,1.6,7.3,2.4,0,0,1,1,1,3.8,7.0,1,1,0,5.8,0.3,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
3716,6.2,9.2,6,0,1,0.0,3.6,5.9,6.8,6.4,0,0,1,0,0,4.2,7.0,2,0,0,9.8,0.2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
19838,2.6,2.9,35,0,1,3.6,2.4,3.6,3.5,6.1,0,0,0,0,1,0.0,5.7,1,0,0,6.7,2.2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
33840,0.8,24.7,50,0,1,6.5,6.6,3.9,4.3,5.0,0,1,0,0,1,6.8,6.6,3,0,0,10.0,2.3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
3095,2.9,14.0,13,0,1,3.0,4.6,0.1,5.1,5.7,0,1,0,0,1,7.4,2.0,3,0,1,6.0,3.1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
16675,2.0,30.9,54,0,1,0.0,0.9,5.0,2.5,6.5,1,0,0,0,1,6.3,5.5,2,0,1,8.3,3.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
4026,4.7,7.9,59,0,1,4.1,6.3,5.7,2.3,8.1,1,1,1,0,0,8.0,4.8,2,0,0,8.6,2.5,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
18981,7.2,6.6,98,0,1,1.9,6.0,3.6,8.8,10.0,1,0,0,1,0,5.5,9.4,2,1,0,1.1,0.6,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
12656,2.4,22.4,34,0,1,1.1,3.1,1.0,4.7,6.0,0,0,1,1,1,3.0,1.7,4,1,0,6.4,3.0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
33047,4.3,22.4,15,0,1,2.2,1.8,3.8,5.6,8.4,0,1,0,1,0,2.0,3.1,3,0,1,6.8,2.5,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
544,2.9,21.5,45,0,1,0.0,3.0,0.0,5.4,6.1,0,1,1,1,0,6.2,5.0,3,0,0,4.8,0.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
40731,3.4,33.6,51,0,1,1.2,6.7,2.2,7.9,4.6,0,1,1,0,1,8.4,5.7,1,0,0,5.6,2.2,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
25598,5.9,29.7,33,1,1,3.0,2.6,1.7,6.9,5.3,0,1,0,1,1,7.3,3.0,1,0,1,7.2,3.9,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
18975,3.1,27.3,16,0,1,4.0,4.2,5.6,5.0,1.2,1,0,0,1,1,8.3,10.0,1,1,1,7.7,5.0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
29960,1.7,16.4,108,0,1,2.9,0.3,3.7,6.4,8.8,0,0,1,1,0,0.0,6.4,1,0,0,5.1,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
3521,1.1,27.8,19,0,1,3.5,7.2,2.0,4.1,6.5,0,0,0,1,0,9.1,4.5,2,1,0,2.7,0.4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
34932,4.2,32.3,33,0,1,5.1,1.0,4.3,10.0,2.3,0,0,0,1,0,3.6,9.1,3,1,1,5.6,0.9,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
11154,2.4,50.7,31,0,1,1.8,0.0,8.3,7.4,2.0,0,0,1,1,0,4.0,8.0,3,0,1,6.3,0.6,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
26272,4.5,18.7,30,0,1,4.7,5.9,2.6,5.3,7.9,0,0,1,1,0,1.7,10.0,2,0,1,4.9,4.7,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
29043,2.4,17.8,11,0,1,4.9,3.9,3.2,7.7,6.6,0,0,0,0,1,5.7,3.7,1,0,1,6.5,4.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
6673,5.1,36.3,60,0,0,1.5,8.4,0.1,4.6,7.9,0,1,0,1,0,7.0,4.3,1,1,1,7.2,0.3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
32388,1.0,7.9,32,0,1,1.3,2.3,5.4,8.8,5.5,1,1,1,0,0,5.3,5.9,1,0,0,8.9,2.9,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
10660,3.5,32.6,84,0,1,7.4,0.2,7.3,7.5,4.1,0,1,1,0,1,7.5,0.0,1,0,0,6.3,7.5,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
23615,4.1,5.9,33,0,1,1.0,0.5,4.0,5.2,5.9,1,1,0,0,0,7.8,7.9,1,0,1,8.2,2.7,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
21172,4.4,4.2,55,0,1,0.7,1.2,6.6,2.9,4.9,0,0,0,1,0,7.2,3.8,1,1,0,5.8,0.9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
17910,5.2,6.2,23,1,1,3.1,5.8,2.0,3.8,2.9,1,1,1,0,0,1.9,3.1,1,0,1,5.7,0.7,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
30131,3.9,5.3,56,0,1,0.0,4.3,0.0,7.0,6.1,1,0,0,0,1,6.8,6.8,2,0,0,4.2,0.2,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
658,2.5,17.0,25,0,1,0.0,4.5,4.9,3.4,5.5,1,0,0,0,0,8.7,6.5,1,0,1,7.2,3.1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31206,2.1,47.6,5,0,1,0.9,9.3,1.9,7.0,2.3,0,0,1,1,0,4.0,10.0,1,0,1,5.0,3.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
40013,0.9,33.7,3,0,1,5.4,3.7,5.0,2.6,1.3,0,1,0,1,0,7.2,8.1,1,0,0,8.2,5.5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
14962,8.9,13.6,10,0,1,1.8,4.4,3.7,5.0,4.5,1,0,0,1,0,6.5,7.0,1,1,0,9.0,2.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
8492,2.5,21.6,33,0,1,2.5,1.0,2.3,6.5,5.6,1,1,0,0,1,1.6,4.5,3,0,1,7.6,2.0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
12221,1.8,8.3,1,0,1,1.2,4.7,4.7,8.2,6.5,0,0,0,1,1,8.8,2.5,2,0,1,7.2,5.7,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
5374,4.2,22.0,43,0,1,0.0,2.9,5.6,7.9,4.9,1,0,0,0,1,3.9,4.3,4,0,1,6.0,3.6,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
18694,0.6,14.2,21,1,1,2.4,7.6,6.9,10.0,5.1,0,0,1,1,1,10.9,5.5,2,1,0,8.0,4.5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
6506,6.1,19.8,33,0,1,0.3,2.2,3.4,5.9,5.1,1,0,0,0,1,9.5,4.6,1,0,0,8.2,1.3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
27548,4.5,3.5,13,0,1,1.9,4.2,0.6,4.3,5.7,1,1,0,1,1,7.1,5.7,4,0,0,4.3,1.4,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
3804,12.9,49.5,22,0,1,3.7,2.9,6.5,6.5,7.3,1,0,0,1,1,8.2,6.6,2,0,1,7.0,0.1,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
10103,7.3,37.9,35,0,1,2.1,4.9,2.2,5.0,6.6,1,0,0,0,1,4.4,9.6,1,0,0,7.9,4.6,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
17505,2.7,39.4,26,0,1,1.6,7.0,3.0,5.6,5.9,1,0,1,1,1,3.8,5.8,1,0,0,5.7,0.2,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
24901,3.0,22.0,1,0,1,2.3,5.0,1.0,8.6,7.6,1,1,0,0,0,3.4,0.9,1,0,0,6.0,7.7,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
16266,5.4,18.7,8,1,1,0.0,3.7,7.4,6.8,5.5,0,1,1,0,1,2.0,5.2,1,0,1,5.8,1.6,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
35451,2.7,31.7,14,0,1,6.7,5.1,4.5,3.0,3.9,1,0,1,1,1,3.4,7.4,1,1,1,9.2,4.4,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
30723,4.3,15.5,50,0,0,2.7,3.0,3.2,7.0,2.9,0,0,1,1,1,4.0,0.4,1,0,1,6.0,6.6,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
28109,5.4,8.4,31,0,0,1.0,2.2,5.7,5.4,10.0,1,0,0,1,1,8.5,5.8,1,1,0,5.1,0.4,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
26963,4.4,3.8,100,0,1,1.8,2.3,5.7,8.5,6.1,1,0,0,0,1,4.3,5.8,1,0,1,8.0,2.7,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
35334,10.7,8.4,118,0,1,4.5,3.4,5.9,4.0,7.2,0,1,0,0,1,8.3,6.1,4,0,0,4.0,2.1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
3302,2.3,27.5,51,0,0,1.2,1.7,5.7,6.4,6.0,1,0,0,0,1,8.1,4.9,2,0,0,6.0,1.5,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
26602,5.7,30.5,44,0,1,0.1,2.7,0.7,2.0,6.2,1,1,0,0,1,10.2,7.6,2,0,1,7.5,5.6,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
10633,7.1,9.3,11,0,1,0.3,4.0,0.0,6.4,2.8,0,0,0,1,1,3.7,7.8,1,0,0,5.2,1.4,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
32264,1.3,16.0,76,0,1,3.5,2.0,5.7,8.5,6.0,0,0,1,0,1,8.1,4.6,2,0,0,7.6,3.9,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
28227,1.0,21.5,57,0,1,1.0,2.2,5.7,3.9,4.4,0,1,0,1,0,0.0,4.1,3,1,1,5.2,0.2,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
20688,4.6,15.2,27,0,1,3.7,6.9,4.4,8.0,4.6,0,1,1,0,1,7.9,2.9,3,0,1,4.2,5.1,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
29977,6.9,39.6,39,0,1,3.9,4.8,5.6,6.1,5.0,0,0,1,0,0,7.0,2.7,1,0,1,4.5,3.4,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
2668,1.0,5.9,66,0,1,3.0,3.7,4.1,6.7,6.5,0,0,1,0,1,4.4,3.7,1,0,1,8.5,3.0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
27226,1.6,32.3,13,0,1,2.6,2.9,3.6,6.7,9.2,1,0,0,0,1,11.8,3.2,3,0,1,7.2,3.5,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2219,6.2,13.8,25,0,1,2.9,5.7,5.4,8.6,4.6,0,0,0,1,1,10.0,7.0,2,0,0,6.8,1.6,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
6910,2.8,22.4,6,0,1,3.4,8.0,2.1,5.4,6.3,1,0,0,0,0,4.5,6.0,1,0,0,5.9,0.6,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
34012,3.5,13.9,59,0,1,4.8,8.3,3.5,2.9,7.7,0,1,1,1,1,0.5,10.0,1,1,1,7.1,7.1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
2582,3.2,33.2,84,0,1,4.3,7.1,4.2,4.3,7.1,1,0,1,0,0,1.3,4.2,2,0,1,2.6,0.1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
33617,12.0,9.5,9,0,1,2.9,5.4,0.9,0.8,6.4,0,1,0,0,1,5.2,3.1,3,0,0,7.0,2.3,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
28672,4.6,29.0,68,0,1,3.2,5.5,7.5,8.2,4.9,1,0,0,1,0,3.4,8.8,2,1,1,6.4,0.6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
37162,6.7,15.2,84,0,1,1.7,3.3,4.6,5.1,10.0,1,1,0,1,1,3.0,3.4,2,0,0,10.0,1.7,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
34210,1.4,7.5,2,0,1,2.3,2.0,3.1,3.4,3.5,0,0,1,0,0,6.7,8.5,1,0,1,6.8,5.1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
746,3.4,8.5,21,0,1,2.4,7.9,1.1,5.1,4.4,0,0,0,1,0,0.7,7.1,1,1,0,5.0,2.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
23754,2.4,27.6,28,0,1,0.0,0.7,0.0,9.5,9.9,1,1,0,1,0,4.8,2.7,2,1,0,3.3,6.8,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
36662,2.8,31.8,10,1,1,1.1,6.2,8.4,6.9,2.7,0,1,0,1,1,9.0,7.3,1,0,0,9.4,0.4,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
31605,1.6,5.6,28,0,1,0.7,6.8,5.0,8.3,4.0,1,1,0,1,1,3.1,6.8,1,0,0,4.9,1.5,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
17045,2.4,8.6,48,0,1,3.4,4.6,5.6,5.5,5.1,0,0,0,1,1,1.2,6.3,2,1,0,5.4,0.8,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
30233,0.3,28.9,29,0,1,2.3,4.4,2.4,4.5,6.2,0,1,1,0,1,11.7,5.3,1,0,0,5.3,0.8,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
16460,1.1,11.7,43,0,1,5.6,4.8,4.5,7.1,5.7,0,1,0,0,1,8.6,10.0,1,0,0,7.0,2.9,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
37276,1.3,9.5,24,0,1,0.6,8.8,5.3,5.7,3.0,0,0,0,1,0,4.5,6.3,1,0,1,9.7,0.6,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
12617,2.7,23.8,13,0,1,4.9,5.3,0.0,5.9,3.4,1,0,0,0,0,4.7,3.3,2,0,1,10.0,2.6,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9664,3.5,16.2,19,0,1,2.5,3.8,6.5,7.0,5.1,0,1,1,0,0,11.2,2.4,1,0,1,6.1,4.6,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
8197,2.6,4.3,58,0,1,2.3,10.0,2.9,9.2,8.8,1,1,0,1,0,12.3,5.8,2,0,0,6.9,3.4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
25404,7.0,18.9,69,0,1,1.1,0.0,2.7,7.5,7.8,1,1,1,1,0,3.1,4.5,2,0,0,7.8,3.0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
16427,8.5,21.8,38,0,1,2.8,3.5,2.9,3.3,7.0,1,1,0,0,1,1.7,1.3,1,0,1,7.2,2.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
13878,7.8,18.8,33,0,1,3.1,1.4,5.3,8.2,6.6,1,1,0,1,0,7.9,3.9,2,1,1,8.1,4.3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
28245,4.5,18.3,45,0,1,3.9,6.8,5.1,8.6,8.9,0,0,0,1,1,11.9,5.8,1,1,0,5.6,2.8,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
27980,2.2,25.7,1,0,0,4.7,2.8,3.4,7.1,3.5,1,1,0,0,0,4.8,6.3,1,0,0,7.7,0.8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
19869,5.0,17.6,39,0,1,3.3,5.8,3.6,6.5,6.0,0,1,1,0,1,5.0,3.5,2,0,0,4.2,3.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
35417,1.0,27.1,21,0,1,4.9,6.2,4.1,5.0,1.8,0,0,1,0,0,4.5,3.8,1,0,1,6.0,1.2,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
4382,2.0,6.5,9,0,1,2.9,2.2,5.5,4.8,2.8,1,1,1,1,1,3.8,3.4,1,1,0,6.7,1.4,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
8392,5.0,21.8,17,0,1,4.5,4.4,4.8,7.0,3.3,1,0,0,0,1,10.9,2.0,2,0,1,5.5,5.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
23885,2.1,5.9,66,0,1,4.1,3.7,4.0,3.9,4.9,1,1,0,0,1,8.9,3.1,1,0,1,9.2,0.8,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
22171,1.4,6.6,37,0,1,4.9,1.4,1.3,5.0,2.9,0,1,0,1,0,5.4,5.9,1,0,0,8.2,0.9,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
34119,1.4,27.9,56,0,1,0.3,2.6,3.4,6.1,5.0,1,1,0,1,1,4.1,4.6,1,1,1,6.1,1.5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
32341,9.0,33.6,38,0,1,2.6,3.5,2.0,5.1,3.6,1,0,0,1,1,2.6,1.6,2,1,0,4.9,3.5,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
21346,2.7,7.7,121,0,1,4.5,0.8,3.3,3.3,1.1,1,0,0,1,1,7.2,6.3,1,0,1,5.5,3.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
6804,0.3,32.3,35,1,1,1.8,2.3,2.5,9.5,5.6,0,1,1,1,1,4.2,3.6,2,0,1,9.6,5.9,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
25326,10.7,17.5,48,0,1,0.0,4.0,0.2,4.9,4.1,1,1,0,1,1,3.8,2.1,1,1,1,9.1,2.8,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
39724,3.0,27.7,75,0,1,4.1,7.1,1.8,4.2,5.7,1,1,0,1,1,3.6,1.8,1,1,0,7.6,2.4,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
21548,7.2,33.3,15,0,1,0.6,3.2,2.5,4.8,4.0,0,1,0,0,1,9.4,2.9,1,0,0,7.3,1.9,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
25849,5.6,23.5,10,0,1,6.9,4.0,5.0,4.7,3.8,0,1,0,0,1,8.0,4.6,3,0,0,5.3,0.1,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
9482,8.2,30.9,34,0,1,2.1,5.8,0.0,10.0,4.8,1,0,0,0,1,6.5,5.5,2,0,0,7.4,4.5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
