,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch
23927,0.2,xlarge,43.5,toy,stray,29,0,none,1,2.4,6.5,6.4,10.0,5.2,0,0,0,1,apartment,0,8.0,1.2,1,1,0,7.4,8.8,1
25373,2.3,xlarge,29.6,mixed,stray,32,1,none,1,7.0,5.7,5.3,7.0,5.2,0,0,0,1,house_rented,1,10.7,5.2,1,0,1,3.3,1.8,0
32160,0.9,large,30.6,toy,stray,29,0,none,1,0.0,4.5,4.9,6.5,8.8,1,0,0,0,house_owned,1,7.1,5.7,1,0,1,5.8,0.8,0
27294,0.2,small,2.8,mixed,transfer,69,0,minor,1,2.5,5.7,2.4,7.0,6.1,1,1,1,0,house_owned,1,5.3,1.8,2,0,0,7.8,5.2,0
38483,0.9,medium,21.4,hound,stray,44,0,none,1,0.9,7.1,6.6,5.2,5.2,0,1,1,1,house_owned,1,5.7,4.2,1,1,0,6.5,1.0,0
39699,9.4,medium,26.0,terrier,stray,20,0,none,1,1.7,4.1,1.1,3.7,4.1,1,0,0,0,house_rented,1,1.3,8.5,3,0,1,4.9,4.8,0
11550,10.0,medium,14.3,hound,stray,53,0,chronic,1,2.8,6.8,6.5,5.8,8.3,1,1,1,1,house_owned,1,4.2,5.7,1,0,0,7.6,0.1,0
13264,3.8,medium,12.4,toy,owner_surrender,32,0,none,1,2.4,2.5,1.6,5.4,6.3,0,0,1,1,house_owned,1,4.4,5.2,3,1,0,7.4,0.2,0
27232,1.7,large,39.8,mixed,owner_surrender,25,0,none,1,0.9,6.0,6.4,8.5,3.7,0,0,0,1,apartment,0,9.8,4.9,2,0,0,3.7,3.6,1
36876,0.8,small,6.3,mixed,stray,11,0,minor,1,0.5,6.0,5.3,4.7,4.6,0,0,1,1,house_rented,1,5.3,4.6,1,0,1,5.9,0.1,0
36291,2.6,large,34.1,hound,stray,11,0,none,1,2.0,2.9,7.1,5.2,1.1,0,0,1,0,house_owned,1,5.9,6.5,1,0,1,7.9,1.3,0
8987,4.6,large,34.8,terrier,transfer,39,0,none,1,4.5,0.0,0.0,5.8,7.3,0,0,0,0,apartment,0,8.5,6.8,2,0,0,7.2,1.0,1
5158,0.7,medium,19.1,hound,stray,51,0,none,1,0.0,2.6,8.0,5.7,2.7,0,1,1,0,house_owned,1,9.5,4.2,1,0,0,7.7,1.5,0
9287,0.3,small,9.7,toy,stray,58,0,none,1,2.5,0.9,2.9,5.9,7.9,0,1,0,0,house_rented,0,7.7,1.8,2,0,0,7.3,4.1,0
19798,2.6,xlarge,44.6,mixed,owner_surrender,41,0,chronic,1,4.0,7.3,2.9,5.9,5.3,0,1,1,1,house_rented,0,10.1,8.0,1,1,1,7.3,2.1,0
24984,1.5,small,6.3,herding,owner_surrender,37,0,chronic,1,0.0,5.9,4.8,6.1,5.6,0,0,1,1,house_owned,1,3.7,0.0,1,1,1,8.0,6.1,0
37375,4.1,large,36.5,mixed,transfer,38,0,none,1,1.9,2.8,0.0,8.5,3.2,1,1,1,0,house_rented,1,8.9,1.0,1,0,1,6.1,7.5,0
35653,10.2,medium,14.4,sporting,transfer,15,0,none,1,6.1,5.4,5.0,5.8,2.0,0,0,0,1,house_owned,0,4.6,5.7,4,0,1,3.0,0.1,0
7888,2.9,large,26.2,mixed,transfer,27,0,none,1,2.4,9.8,1.9,4.2,3.9,0,0,1,0,apartment,0,3.8,1.1,4,0,0,3.7,3.1,1
37909,3.2,small,6.4,sporting,transfer,50,0,none,1,6.3,4.5,1.8,7.2,1.6,1,1,1,0,apartment,0,2.8,6.3,2,0,0,6.9,0.9,0
6782,0.3,large,26.3,mixed,owner_surrender,18,0,none,1,0.8,3.2,4.4,10.0,7.8,1,0,1,0,house_owned,1,2.4,2.4,2,0,1,4.6,7.6,0
16005,4.1,medium,17.6,working,transfer,19,0,minor,1,2.0,4.2,4.5,5.3,3.8,0,1,1,0,house_owned,1,4.7,3.4,1,0,0,3.7,1.9,0
39358,2.5,medium,28.5,mixed,owner_surrender,50,0,minor,1,1.5,4.0,0.0,5.6,7.5,0,0,0,1,house_owned,1,9.3,3.6,1,0,0,3.1,2.0,0
25779,2.9,xlarge,42.3,mixed,transfer,61,0,minor,1,0.0,5.3,2.8,5.2,8.9,1,0,1,0,apartment,0,4.6,1.6,3,0,1,5.8,3.6,1
35674,5.8,large,26.4,sporting,stray,38,0,none,1,0.0,0.5,0.4,2.0,5.5,1,0,0,1,house_rented,1,10.3,6.4,4,0,0,8.1,4.4,0
25076,0.4,medium,18.9,mixed,transfer,29,0,none,1,4.0,4.9,3.6,3.9,3.1,0,0,1,1,house_owned,1,3.8,6.1,4,0,0,5.8,2.2,0
31617,1.9,medium,14.4,herding,owner_surrender,35,0,none,1,3.5,2.4,6.8,8.8,7.6,0,0,0,0,house_rented,0,10.4,6.6,1,0,0,3.8,2.2,0
14829,0.6,small,9.1,sporting,stray,17,0,none,1,4.7,2.1,1.8,7.1,3.5,1,0,0,1,apartment,0,1.2,8.6,2,1,0,2.5,1.5,0
1064,4.0,small,3.4,terrier,transfer,69,0,none,1,2.8,1.9,4.2,8.9,6.0,1,0,1,0,apartment,0,2.2,5.4,1,0,0,6.6,3.5,0
4252,5.9,medium,23.8,hound,owner_surrender,10,0,none,1,2.9,4.5,6.8,7.1,4.2,0,1,0,1,house_owned,0,4.6,7.1,3,0,0,9.3,0.0,0
6865,3.7,large,34.1,mixed,stray,30,0,none,1,4.6,8.0,7.0,6.0,4.9,0,0,0,0,apartment,0,13.4,1.2,2,0,1,7.2,4.8,1
10541,3.9,medium,19.5,mixed,stray,57,0,none,1,1.7,6.0,1.7,6.4,3.3,0,1,0,0,house_owned,1,4.5,8.3,1,0,0,9.2,1.9,0
21565,5.3,medium,27.1,hound,owner_surrender,12,1,none,1,6.0,6.0,3.0,3.0,0.0,0,0,1,1,apartment,0,6.5,5.2,1,0,1,3.7,2.2,0
20197,3.5,medium,16.2,hound,transfer,48,0,chronic,1,1.6,3.2,0.5,9.5,4.9,1,1,0,0,house_rented,1,2.5,1.7,1,0,0,8.7,7.8,0
37402,4.1,large,26.8,mixed,owner_surrender,43,0,none,1,1.6,4.7,0.0,1.0,3.3,1,0,1,1,house_owned,1,3.5,5.2,1,1,0,3.3,4.2,0
15860,1.4,large,27.7,hound,transfer,22,0,none,1,2.3,2.3,3.4,7.1,2.6,0,0,0,0,apartment,0,6.8,4.1,2,0,0,5.0,3.0,1
3484,3.6,medium,23.0,mixed,owner_surrender,53,0,none,1,3.0,3.4,4.5,8.4,5.9,0,0,0,1,house_rented,0,11.3,9.1,4,1,0,7.3,0.7,0
35682,5.1,small,6.1,sporting,transfer,10,0,none,1,0.2,2.1,4.6,6.3,2.0,0,0,0,1,house_owned,1,3.0,0.7,1,0,0,3.8,5.6,0
28754,2.3,large,26.4,terrier,transfer,8,0,none,0,3.5,2.2,5.4,1.6,3.0,0,1,0,0,house_owned,1,7.4,8.9,2,0,1,8.0,7.3,0
25007,4.4,medium,22.0,toy,stray,32,1,none,1,0.3,6.2,2.9,9.1,4.6,0,1,0,1,house_owned,1,0.0,4.1,2,0,1,4.4,5.0,0
36023,1.7,small,5.2,working,owner_surrender,4,1,none,0,7.7,6.5,10.0,8.8,2.8,0,1,0,0,house_owned,1,0.5,7.5,1,0,0,4.6,1.3,0
23087,4.4,medium,13.0,mixed,owner_surrender,67,0,none,1,4.8,1.0,3.4,5.2,3.1,0,1,0,0,house_owned,1,9.1,7.1,1,0,0,10.0,1.9,0
36580,5.6,xlarge,62.3,working,born_in_care,42,1,minor,1,4.7,3.9,6.9,5.6,4.8,1,1,1,1,house_owned,1,7.5,3.0,2,0,1,4.1,2.6,0
3873,4.4,large,31.2,sporting,stray,43,0,none,1,0.0,2.9,2.4,9.4,4.6,1,0,1,1,house_owned,1,3.4,5.1,4,0,0,5.6,4.3,0
28570,2.6,medium,16.9,toy,stray,29,0,none,1,1.3,3.8,5.0,3.0,5.0,0,1,1,1,house_rented,1,3.3,3.1,3,0,0,5.7,0.1,0
35571,3.9,medium,20.5,mixed,owner_surrender,16,0,minor,1,2.1,6.2,3.0,6.1,10.0,0,0,1,1,apartment,0,4.4,3.6,1,0,0,4.8,2.5,0
33038,12.1,large,38.2,mixed,stray,62,0,chronic,1,0.4,4.3,4.0,4.7,6.2,1,0,0,1,house_rented,0,7.5,4.9,1,1,0,10.0,0.2,0
17838,6.0,small,11.7,mixed,stray,139,0,none,1,1.4,6.2,8.2,6.4,8.8,0,0,0,1,house_owned,1,3.0,5.4,2,0,0,4.5,1.0,0
17260,2.5,xlarge,45.4,herding,stray,49,0,none,1,1.9,3.5,1.5,3.2,4.5,0,1,0,1,house_rented,1,1.2,4.1,1,1,0,6.4,0.9,0
28795,4.8,large,30.8,sporting,owner_surrender,173,0,none,1,1.6,0.7,0.3,8.3,10.0,1,0,0,1,house_owned,1,7.9,3.8,1,0,0,6.2,4.5,0
13765,0.8,medium,17.4,terrier,owner_surrender,77,1,none,1,3.7,4.3,7.6,7.9,7.7,1,0,0,1,house_owned,1,7.9,5.3,2,0,0,6.7,2.6,0
28093,4.7,small,4.0,mixed,owner_surrender,51,0,chronic,0,6.1,6.4,2.8,7.4,4.2,0,0,0,0,house_owned,1,5.2,8.4,2,0,0,5.5,1.0,0
16370,1.3,small,7.6,mixed,stray,68,0,chronic,1,3.7,5.3,5.5,5.6,0.0,0,1,0,0,house_rented,1,10.7,8.4,2,0,1,6.0,2.8,0
28295,1.6,small,9.6,toy,stray,102,0,none,1,4.1,0.7,2.1,3.8,3.1,0,0,1,0,apartment,0,9.8,5.0,3,0,1,5.6,1.2,0
11414,3.2,xlarge,38.3,toy,owner_surrender,10,1,minor,1,1.0,3.5,0.0,5.0,7.1,0,1,0,1,apartment,0,4.1,9.2,1,0,1,5.1,4.2,1
12200,1.0,large,28.1,herding,owner_surrender,34,0,minor,1,4.0,5.1,5.0,4.2,0.7,1,0,0,0,apartment,0,8.4,5.9,1,0,0,7.2,1.7,1
1397,0.8,large,26.9,mixed,stray,20,0,none,1,0.0,6.2,3.5,4.7,4.2,0,0,0,0,house_rented,1,14.0,3.1,1,0,1,7.2,1.6,0
14022,1.0,small,4.9,herding,stray,5,0,none,1,0.7,6.2,3.9,7.2,5.5,1,1,0,1,house_owned,1,11.4,5.7,2,0,0,9.4,1.5,0
784,1.3,large,35.1,mixed,owner_surrender,7,0,minor,0,5.4,8.0,5.1,5.5,4.5,1,0,0,1,house_owned,1,9.8,6.8,1,1,1,3.4,1.3,0
6603,4.4,large,28.5,sporting,transfer,20,0,none,1,3.3,7.0,0.0,8.0,3.0,0,0,1,0,apartment,0,5.0,9.1,1,0,0,2.2,1.1,1
26876,9.1,xlarge,48.4,sporting,stray,104,0,minor,1,0.8,0.0,4.4,3.9,4.3,1,1,1,1,house_owned,1,7.2,5.8,2,1,0,9.3,1.9,0
28575,11.8,large,30.1,herding,stray,35,0,none,1,0.7,7.1,0.0,6.6,4.5,0,0,1,0,apartment,0,1.4,5.7,1,0,1,9.5,0.9,1
5495,2.6,large,34.2,toy,owner_surrender,82,0,none,1,0.0,3.0,7.1,3.8,5.3,0,0,0,1,house_rented,1,8.9,6.8,2,0,0,7.3,3.0,0
27133,5.8,large,24.6,mixed,owner_surrender,41,1,minor,1,3.9,4.4,5.3,5.0,4.1,0,1,1,1,house_owned,1,0.0,3.7,3,1,0,7.9,1.3,0
8296,1.8,small,6.8,toy,owner_surrender,11,0,none,1,3.3,2.4,3.9,5.4,4.0,0,0,0,0,house_owned,1,8.7,7.4,3,0,1,6.7,2.0,0
8966,4.0,small,6.0,mixed,owner_surrender,78,0,none,1,0.0,6.7,1.4,2.3,10.0,1,0,0,1,house_owned,1,3.6,9.0,2,1,0,7.0,6.7,0
14039,2.8,medium,22.2,mixed,stray,84,0,none,1,4.4,0.7,2.2,2.7,9.1,1,0,1,1,apartment,0,8.7,3.5,2,0,0,4.4,0.8,0
40530,7.9,medium,23.2,sporting,stray,35,0,chronic,1,5.7,7.2,5.8,6.7,0.0,1,1,0,0,house_rented,1,1.6,3.6,1,0,0,7.2,3.1,0
2002,12.1,small,8.4,toy,stray,11,1,none,1,4.8,5.7,4.7,6.6,6.5,0,0,0,1,house_rented,1,5.4,5.9,3,1,0,4.7,0.7,0
36176,2.1,small,6.8,sporting,transfer,44,0,none,1,5.0,7.4,5.9,4.2,1.0,0,0,1,0,house_rented,1,0.0,5.8,1,0,1,4.5,1.6,0
18464,1.5,medium,18.6,mixed,stray,42,0,minor,1,2.0,1.7,2.7,5.2,5.3,0,1,0,0,house_rented,1,6.2,7.8,2,0,0,4.5,2.6,0
26365,7.0,medium,24.0,mixed,stray,37,0,minor,1,0.4,1.3,0.0,4.8,3.0,1,1,1,0,house_owned,1,9.1,6.7,2,0,0,7.0,1.9,0
37907,3.2,small,7.3,mixed,stray,21,0,none,1,3.7,5.1,0.9,5.9,5.9,1,0,1,0,apartment,0,4.4,3.2,1,0,0,8.8,2.7,0
41555,2.2,xlarge,48.2,sporting,stray,67,0,minor,1,4.5,4.8,5.7,8.4,4.2,0,0,0,0,house_owned,1,8.0,3.1,3,0,0,6.6,5.3,0
17258,2.5,medium,16.9,hound,transfer,38,0,none,1,0.1,6.9,4.5,5.4,2.8,0,0,1,0,apartment,0,7.3,6.2,1,0,1,6.4,0.8,0
12394,2.7,small,7.9,herding,stray,5,0,none,1,1.8,4.4,6.8,3.9,5.9,1,1,1,0,house_rented,1,6.3,6.9,4,0,0,4.8,3.0,0
21809,4.3,medium,23.3,toy,owner_surrender,26,0,none,1,4.4,4.6,7.6,8.1,2.0,1,0,0,1,house_rented,1,2.3,5.0,1,1,0,6.9,3.1,0
34621,2.7,large,23.9,working,owner_surrender,101,0,minor,0,1.9,1.9,4.0,6.5,6.1,0,0,1,0,house_rented,0,11.3,4.4,2,0,0,4.5,2.1,0
16242,0.2,medium,29.7,terrier,owner_surrender,18,0,minor,1,4.9,6.5,5.8,6.3,1.5,0,1,0,1,house_rented,1,1.1,1.7,1,0,0,10.0,4.6,0
33150,3.5,small,12.1,terrier,owner_surrender,59,0,none,1,2.2,0.4,0.0,7.1,6.7,0,0,0,1,apartment,0,0.0,5.6,3,0,0,8.5,1.5,0
24611,5.9,small,7.4,mixed,transfer,25,0,none,1,0.7,5.2,5.6,4.2,3.8,1,1,1,0,apartment,0,8.6,4.0,1,0,0,10.0,0.2,0
35718,12.1,large,35.1,terrier,owner_surrender,61,0,none,1,3.7,4.6,6.3,3.7,4.8,0,0,0,0,apartment,0,7.7,6.8,3,0,0,4.7,3.1,1
24098,1.4,large,30.3,mixed,owner_surrender,24,0,none,1,1.8,6.1,6.2,4.0,4.8,1,1,0,0,house_owned,1,5.0,4.5,1,0,1,6.0,0.5,0
4371,0.5,small,9.2,mixed,stray,72,0,none,1,1.9,2.3,3.4,8.4,10.0,1,0,1,1,house_owned,1,6.1,9.0,3,0,0,3.6,0.6,0
30325,3.5,small,6.4,working,stray,45,0,none,1,2.3,0.8,0.0,8.1,1.3,1,0,1,0,house_owned,1,8.3,5.6,3,0,0,5.2,2.5,0
22274,0.4,medium,20.8,mixed,stray,25,0,minor,1,1.7,8.2,2.6,5.8,3.3,1,0,0,1,house_owned,1,7.0,8.5,1,0,0,8.1,2.7,0
14947,2.6,medium,21.0,working,owner_surrender,83,0,chronic,1,0.7,0.1,3.2,2.5,6.4,1,1,0,1,house_rented,1,6.4,6.3,1,0,0,5.8,3.8,0
10528,0.5,xlarge,43.8,mixed,transfer,15,0,none,1,3.9,3.3,7.6,4.6,2.0,0,0,0,1,apartment,0,7.2,1.6,3,0,0,7.4,3.0,1
18212,5.5,large,26.0,terrier,stray,50,0,none,1,2.1,1.4,6.5,2.7,7.3,0,0,0,0,house_owned,1,2.8,4.0,2,0,1,7.2,1.3,0
3445,1.0,large,30.6,mixed,stray,102,0,minor,1,0.0,4.2,3.3,4.4,5.5,0,0,1,1,house_rented,1,8.3,6.7,1,0,0,8.7,2.3,0
32706,6.3,medium,16.5,sporting,stray,9,0,minor,1,1.7,1.5,6.4,5.5,6.3,0,1,0,1,house_owned,0,5.6,5.5,2,1,0,7.0,0.0,0
38540,10.8,xlarge,40.4,mixed,stray,25,0,minor,1,1.0,4.3,8.4,4.3,5.4,0,1,1,0,house_rented,1,3.1,7.6,1,0,1,10.0,3.3,0
29853,7.2,small,7.8,toy,owner_surrender,75,0,minor,1,3.5,3.0,4.1,4.9,5.4,1,0,0,0,house_owned,0,4.2,7.4,1,0,1,6.6,2.5,0
1546,0.3,medium,21.4,herding,owner_surrender,50,0,none,1,8.2,2.8,5.2,7.6,5.7,1,1,0,1,house_owned,1,2.4,5.4,1,1,0,6.7,2.2,0
3850,7.4,medium,17.9,terrier,stray,12,0,none,1,0.4,3.5,5.0,5.2,4.4,1,1,0,1,house_owned,1,6.1,8.8,1,1,0,8.2,3.6,0
20737,4.1,small,6.1,toy,stray,33,0,none,1,0.0,3.6,5.1,4.5,6.2,0,0,0,1,house_rented,0,6.7,6.9,1,0,0,7.2,2.4,0
38548,2.2,small,8.7,hound,owner_surrender,74,0,none,1,2.2,4.5,3.9,2.8,6.4,1,1,0,1,house_owned,1,8.5,7.2,1,0,1,5.9,4.4,0
20499,3.2,small,7.0,terrier,stray,41,0,minor,1,5.4,7.3,5.1,8.7,6.9,1,1,1,1,house_rented,1,2.6,5.8,1,0,0,7.7,2.9,0
21059,3.3,medium,23.1,sporting,transfer,20,0,none,1,0.0,3.7,2.0,6.0,3.1,1,1,0,1,house_owned,1,3.5,3.7,1,0,0,6.7,2.3,0
7449,9.9,medium,20.6,mixed,stray,35,0,none,1,4.5,6.1,5.9,5.4,4.1,0,0,0,0,apartment,0,12.3,6.7,2,0,1,4.0,1.3,0
12787,5.6,medium,17.4,working,owner_surrender,20,0,none,1,3.1,0.4,4.5,8.2,7.0,1,0,0,1,apartment,0,6.0,7.5,1,0,0,5.0,0.7,0
30102,2.2,large,25.4,mixed,stray,21,0,none,1,4.4,6.6,4.5,1.9,5.1,0,0,0,0,house_rented,1,2.8,5.5,1,0,0,5.6,3.6,0
18687,7.0,large,27.4,mixed,transfer,9,0,minor,1,4.1,1.3,6.1,3.1,7.2,0,0,0,1,apartment,0,3.5,5.5,1,0,1,5.3,2.4,1
35587,6.1,medium,15.2,toy,owner_surrender,36,0,none,1,3.9,5.9,1.4,5.8,1.5,0,1,0,0,apartment,0,7.4,4.9,1,0,1,10.0,0.9,0
20547,13.3,xlarge,52.2,toy,born_in_care,7,0,chronic,1,2.9,3.3,0.0,3.3,9.2,1,1,0,0,house_owned,0,7.2,1.4,1,0,0,7.2,1.9,0
25652,9.3,small,10.6,mixed,stray,38,0,none,1,4.3,9.1,5.1,4.9,4.1,0,0,0,1,house_rented,1,1.6,5.5,2,1,0,2.9,0.6,0
39173,3.2,large,23.3,terrier,transfer,124,0,none,1,1.0,8.4,2.1,5.6,6.1,1,1,1,0,house_owned,1,3.8,8.2,2,0,0,8.3,2.6,0
25900,4.2,large,25.4,hound,stray,11,0,none,1,1.5,3.8,5.6,2.5,0.0,1,1,0,0,house_owned,1,0.0,4.3,3,0,0,9.8,1.8,0
33850,3.4,small,6.7,toy,transfer,12,0,minor,1,3.1,5.5,4.7,6.1,3.0,0,0,0,0,house_rented,1,8.4,4.7,1,0,0,3.8,1.4,0
29220,5.6,large,23.7,hound,born_in_care,18,0,none,1,5.9,7.2,0.0,6.7,3.0,0,0,0,1,house_rented,1,8.9,7.3,1,0,1,4.9,0.6,0
4044,2.8,medium,20.5,herding,stray,30,1,none,1,5.0,2.1,7.4,1.4,0.0,1,0,0,0,house_owned,1,2.6,4.6,2,0,1,8.2,3.2,0
17418,0.4,medium,18.1,mixed,stray,18,0,none,1,3.0,1.2,0.8,2.5,2.5,0,1,0,1,apartment,0,8.0,4.5,2,0,1,7.7,2.0,0
5107,3.8,small,4.8,sporting,transfer,9,0,none,0,1.6,4.2,0.1,3.3,6.6,0,1,1,1,house_owned,1,6.3,7.0,2,1,0,9.1,3.7,0
23992,2.0,large,37.1,terrier,born_in_care,52,0,none,1,1.3,2.8,3.3,7.4,8.6,1,0,0,0,house_owned,1,8.3,5.2,1,0,0,3.7,2.2,0
30904,0.6,medium,11.7,toy,stray,22,0,none,1,2.7,1.2,5.4,2.5,6.7,0,0,1,1,house_rented,1,1.2,5.3,1,1,0,6.1,2.8,0
10463,2.5,small,9.9,mixed,stray,6,0,none,1,1.1,6.5,4.1,2.9,3.7,1,1,1,1,house_owned,0,5.7,4.3,2,0,0,7.1,1.4,0
957,9.4,large,34.1,mixed,born_in_care,27,0,none,1,3.2,5.9,0.1,7.0,6.4,1,0,1,1,house_owned,1,5.9,3.8,2,0,1,7.6,3.2,0
4985,1.3,xlarge,38.3,mixed,transfer,39,0,none,1,0.0,1.0,1.8,5.1,10.0,0,1,1,1,apartment,0,4.0,4.9,3,1,1,9.2,0.2,1
14528,4.5,large,25.5,herding,stray,46,0,none,1,3.3,2.9,6.5,7.6,6.7,0,0,1,0,house_owned,1,6.6,8.6,3,0,1,6.6,1.0,0
32594,4.7,small,6.3,sporting,stray,13,0,none,0,2.2,5.8,0.0,6.4,4.8,0,0,0,0,house_rented,1,3.2,3.8,3,0,0,6.3,2.6,0
795,8.7,medium,12.9,toy,transfer,66,0,chronic,1,1.8,5.6,4.8,2.7,10.0,1,1,0,1,house_rented,1,11.8,4.3,1,1,1,6.2,1.6,0
20150,2.1,small,4.1,mixed,stray,31,0,none,1,3.0,6.7,3.2,6.1,4.7,1,0,1,1,house_rented,1,11.3,6.2,1,0,0,6.2,0.1,0
17951,1.9,small,8.7,mixed,stray,19,0,none,1,0.0,4.7,0.0,5.5,8.0,1,0,0,1,house_owned,1,5.4,5.7,2,1,0,6.2,0.2,0
24757,4.6,medium,18.6,mixed,owner_surrender,14,0,none,1,5.6,5.1,2.3,6.5,4.1,1,0,0,0,apartment,0,2.7,0.9,4,0,0,5.2,5.6,0
7387,9.7,small,8.6,hound,born_in_care,8,0,none,1,2.3,5.0,4.8,6.1,1.7,1,1,1,1,house_owned,1,6.7,3.7,1,0,0,5.2,2.4,0
9489,1.0,small,6.1,mixed,owner_surrender,18,0,minor,1,2.4,3.5,2.7,4.0,8.4,1,0,1,0,house_rented,1,10.4,6.9,2,0,0,3.5,2.9,0
23538,2.8,large,21.5,herding,stray,91,0,none,1,0.6,0.0,0.0,3.8,5.8,0,0,0,1,house_owned,1,7.5,8.0,3,0,1,10.0,4.2,0
31449,1.2,small,7.4,mixed,transfer,43,0,none,1,2.8,4.5,2.8,7.6,1.7,0,0,1,1,house_owned,1,9.1,4.3,2,0,1,4.2,3.3,0
10907,3.3,medium,24.2,mixed,owner_surrender,65,1,none,1,3.5,4.2,4.3,5.1,9.8,1,0,0,0,house_owned,1,7.1,4.4,3,0,0,3.3,0.7,0
14717,8.4,large,31.1,hound,born_in_care,46,0,none,1,5.4,4.1,0.0,3.4,5.4,0,0,0,1,apartment,0,1.7,9.0,1,0,1,5.6,5.6,1
3136,1.8,large,29.5,working,owner_surrender,67,0,minor,1,1.3,2.3,3.6,7.8,7.7,1,1,0,1,apartment,0,10.8,6.9,1,0,0,6.2,0.9,1
39500,1.2,large,20.7,toy,owner_surrender,124,0,minor,1,3.6,4.1,5.7,8.0,7.0,0,1,0,0,house_owned,0,8.8,6.0,2,0,0,8.7,2.0,0
26976,0.8,small,9.2,toy,stray,21,0,none,1,2.2,1.2,1.8,7.1,6.8,1,1,0,1,house_owned,1,6.3,10.0,1,1,0,8.1,2.9,0
23857,3.1,large,23.4,mixed,transfer,56,0,none,1,0.0,2.2,2.1,5.9,4.3,0,0,1,0,house_owned,1,6.7,10.0,2,0,1,7.6,4.1,0
22793,4.4,small,5.8,mixed,owner_surrender,8,0,none,1,1.9,5.0,3.1,3.1,3.5,1,0,0,1,house_owned,1,8.8,10.0,1,1,0,5.0,6.9,0
29456,2.2,large,28.5,herding,stray,40,1,none,1,0.0,4.0,4.5,3.6,3.7,0,0,1,0,house_rented,1,5.3,7.0,1,0,0,9.2,3.4,0
22910,1.8,large,32.8,mixed,stray,22,0,minor,1,6.9,6.1,7.1,8.1,2.1,0,0,0,0,house_owned,0,6.8,3.6,1,0,1,6.6,4.5,0
16570,1.6,medium,20.5,mixed,born_in_care,34,0,minor,1,0.4,8.3,0.0,9.4,10.0,0,0,0,0,house_owned,1,0.9,1.1,1,0,1,4.6,8.3,0
29221,3.5,small,6.0,mixed,owner_surrender,31,1,none,1,2.5,2.9,1.6,4.3,6.9,0,1,0,0,house_owned,0,3.0,4.8,3,0,1,7.7,0.5,0
10179,2.4,medium,15.3,terrier,transfer,12,0,none,1,3.7,5.8,4.6,7.1,3.9,0,1,0,0,house_owned,1,4.8,5.0,1,0,1,9.5,2.1,0
1651,0.6,large,37.8,sporting,stray,37,0,none,1,7.1,9.2,6.2,4.1,2.4,0,0,1,1,house_owned,1,1.8,2.4,3,1,1,9.0,1.7,0
40407,0.9,small,5.7,sporting,stray,11,0,none,1,1.9,1.1,5.5,4.8,5.3,0,1,0,1,apartment,0,7.5,0.0,1,1,1,6.3,4.8,0
22197,3.2,small,7.9,toy,owner_surrender,17,0,none,1,1.6,2.8,6.4,3.9,6.7,1,0,0,0,apartment,0,2.2,2.7,1,0,0,8.6,1.2,0
4246,6.0,medium,21.0,sporting,stray,39,0,chronic,0,0.0,5.2,0.0,6.6,6.2,1,1,0,1,house_owned,1,4.8,2.9,2,0,0,6.4,3.7,0
28246,15.8,large,30.6,terrier,stray,26,0,none,1,3.3,4.6,2.9,2.5,3.8,1,1,0,1,apartment,0,8.5,5.3,1,1,1,8.8,2.8,1
916,0.6,small,6.2,working,stray,38,0,none,1,2.1,2.8,7.2,6.3,3.8,0,1,0,1,house_owned,1,6.4,3.3,3,1,0,7.7,3.0,0
40942,10.5,medium,22.4,mixed,born_in_care,44,0,none,1,3.0,3.3,3.1,7.0,0.3,0,0,1,1,house_owned,1,7.3,0.0,1,0,0,8.3,7.0,0
8313,1.9,large,26.7,working,stray,49,0,none,1,3.0,2.6,1.5,4.7,3.5,1,1,0,0,house_owned,0,5.7,7.7,1,0,1,3.5,3.0,0
11362,6.7,large,32.7,mixed,stray,19,0,none,1,1.9,5.7,3.5,8.6,1.4,1,1,1,0,house_rented,1,1.1,4.9,1,0,0,8.8,3.7,0
10681,1.8,small,6.5,mixed,stray,103,0,none,1,2.7,1.8,3.2,5.0,5.9,1,0,0,0,house_owned,1,3.8,4.8,1,0,1,6.8,0.2,0
17896,2.1,medium,26.2,working,owner_surrender,8,0,none,1,1.9,1.3,0.0,4.1,7.1,1,1,0,1,house_owned,1,3.4,4.5,3,1,0,7.5,0.4,0
35737,2.6,small,5.1,mixed,transfer,62,0,none,1,3.7,1.3,0.0,4.2,6.7,1,0,0,1,house_owned,1,6.9,6.2,2,0,0,2.7,2.0,0
9638,1.3,small,3.8,working,stray,47,0,minor,1,2.0,0.8,6.8,5.7,7.6,1,1,1,0,house_owned,1,10.6,4.4,1,0,1,5.7,1.3,0
28257,3.4,large,32.0,sporting,owner_surrender,38,1,none,1,0.0,3.1,4.5,9.4,6.4,0,0,0,1,house_owned,1,5.9,8.9,2,0,0,6.6,0.5,0
31278,2.6,large,27.7,sporting,stray,10,0,minor,1,3.3,8.1,7.3,4.9,1.9,1,1,0,0,house_owned,1,9.5,2.4,3,0,0,8.0,2.5,0
