,age_years,weight_kg,days_in_shelter,previously_returned,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,size_large,size_medium,size_small,size_xlarge,breed_group_herding,breed_group_hound,breed_group_mixed,breed_group_sporting,breed_group_terrier,breed_group_toy,breed_group_working,intake_type_born_in_care,intake_type_owner_surrender,intake_type_stray,intake_type_transfer,medical_needs_chronic,medical_needs_minor,medical_needs_none,home_type_apartment,home_type_house_owned,home_type_house_rented
1699,4.8,20.8,36,1,1,4.3,1.3,5.4,4.9,2.2,0,1,0,0,0,0.4,6.1,4,0,1,7.5,1.2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13096,6.1,27.3,5,1,1,0.0,7.0,2.0,5.2,4.2,1,0,0,0,0,8.2,5.8,1,0,0,5.9,0.6,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
25127,5.2,5.7,14,0,1,6.5,2.2,0.1,6.7,1.0,0,0,0,0,1,7.9,5.2,1,0,0,7.3,1.5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
10333,1.5,20.6,42,0,1,0.0,4.1,2.5,8.0,3.9,1,0,0,0,1,10.1,6.8,1,0,1,6.4,1.2,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
12639,2.3,37.5,21,1,1,6.3,4.2,3.2,5.9,6.6,1,1,1,1,1,2.1,3.4,1,0,1,10.0,2.5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
30028,3.5,5.4,9,0,0,0.9,9.0,5.6,8.1,3.6,1,1,0,0,1,0.2,5.4,1,0,1,7.9,2.7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
4566,3.0,8.5,43,1,1,3.9,5.8,4.5,2.7,0.0,0,1,1,1,1,6.7,6.5,4,0,0,4.6,3.8,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
36363,8.2,32.8,62,0,0,4.3,6.4,6.6,3.8,1.2,0,1,1,0,1,7.7,6.3,1,0,0,4.1,2.5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
8521,2.1,7.8,20,0,1,2.1,6.4,3.8,1.7,6.3,0,0,0,0,1,5.1,6.1,1,0,0,6.7,4.4,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
8815,2.7,6.1,33,0,0,2.7,2.5,1.8,4.7,2.4,0,0,0,1,1,5.0,4.8,1,1,1,5.6,0.1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
13791,8.1,10.2,85,0,1,7.7,5.8,7.1,6.5,5.6,0,1,0,1,1,9.1,5.6,1,1,0,4.9,0.9,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3213,0.9,44.1,49,1,0,3.7,6.9,3.8,9.1,4.3,0,0,0,0,0,4.3,6.8,1,0,0,7.6,2.3,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
11646,2.3,22.4,15,0,1,0.3,3.5,3.8,8.6,6.8,0,1,0,0,1,7.9,10.0,1,0,0,9.0,1.4,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
36944,2.6,10.6,58,0,1,4.8,2.0,3.3,5.5,6.3,1,0,1,1,0,8.2,3.8,1,1,1,4.5,1.7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
38477,2.9,16.5,4,0,1,4.5,5.3,2.7,5.2,1.3,0,0,0,1,1,1.6,7.7,1,0,1,6.7,2.5,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
23011,3.3,31.1,10,0,1,0.4,4.6,4.0,6.8,7.6,1,1,0,0,0,7.2,4.0,4,0,1,6.2,2.8,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
16806,4.2,20.7,25,0,1,4.5,2.7,3.2,7.6,1.8,0,0,1,1,0,6.0,8.7,4,0,1,8.2,1.1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
23929,0.3,21.0,22,0,1,4.3,1.2,3.4,6.8,2.4,0,1,0,0,1,7.8,5.6,2,0,0,8.3,1.2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
32444,8.6,17.4,71,0,1,4.3,1.4,3.6,6.4,5.8,1,0,1,0,0,3.4,5.7,1,0,0,4.7,0.7,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
3823,4.9,6.6,41,0,1,3.7,3.6,1.2,6.9,5.3,0,1,1,0,0,10.3,6.0,3,0,1,7.3,0.9,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
27708,1.5,5.3,31,0,1,6.9,5.8,6.0,2.5,0.0,1,1,1,1,0,6.2,8.3,1,0,1,5.4,5.8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
25614,4.9,33.3,31,0,1,5.9,4.4,3.0,6.0,5.0,0,0,1,1,1,2.9,6.9,1,1,1,6.6,0.9,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
21921,1.4,9.6,46,0,1,2.8,2.7,0.0,8.3,6.0,0,0,1,1,0,1.3,5.5,4,0,1,7.1,2.8,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
16245,1.3,30.6,52,0,1,0.7,3.0,2.2,5.5,2.1,0,1,0,1,1,8.3,5.3,1,0,1,9.7,0.2,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
19442,4.6,18.3,18,0,1,7.1,7.6,1.5,4.7,3.5,0,0,0,0,1,6.8,5.7,1,0,1,4.3,1.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1985,2.4,19.2,36,1,1,4.2,6.0,3.5,9.0,4.2,1,0,1,1,0,8.0,4.9,1,1,0,7.4,4.1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
29049,0.9,14.0,42,0,1,3.9,2.3,3.0,9.1,8.1,0,0,0,0,0,5.3,9.1,3,0,1,7.6,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
30534,2.3,38.4,15,0,1,2.6,0.2,7.6,6.3,5.1,0,1,1,0,0,5.1,6.5,4,0,1,9.1,0.2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13648,4.9,14.9,42,0,1,3.5,3.5,6.4,7.8,4.8,1,0,0,1,1,5.3,7.3,3,1,1,4.1,0.5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1074,1.5,17.2,25,1,1,1.8,4.8,3.3,7.3,9.1,0,1,0,0,0,5.4,7.5,2,0,0,7.4,0.2,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
21587,1.2,5.2,13,0,1,1.4,4.4,6.8,8.4,5.1,0,1,0,1,0,4.6,5.9,4,0,1,6.9,2.5,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
30058,1.3,17.3,34,0,1,3.5,6.9,2.8,5.5,4.1,0,1,1,0,0,4.5,7.1,1,0,1,8.4,1.6,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
17114,2.6,16.7,64,1,1,1.0,4.0,3.6,3.9,4.0,1,0,0,0,1,6.2,6.9,2,0,0,2.2,3.0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
31620,2.6,24.5,36,0,1,2.1,4.8,3.4,5.1,0.1,0,0,0,0,0,6.8,7.8,1,0,1,7.7,2.7,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
25325,2.9,8.2,53,0,1,1.1,2.7,4.4,10.0,7.6,1,0,0,0,0,3.8,5.0,1,0,0,7.9,5.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
29957,4.1,32.0,100,0,1,0.0,5.3,2.2,6.5,9.4,0,0,0,1,1,6.2,5.7,2,1,1,6.9,0.8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
9589,0.9,15.8,16,0,1,1.4,3.3,5.3,5.7,4.9,0,0,1,1,1,7.4,6.2,1,0,0,5.6,0.5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
29874,10.8,44.3,10,0,1,2.3,5.1,4.1,4.0,0.0,0,1,0,1,0,5.1,3.0,1,0,0,4.6,1.0,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
3707,5.9,24.0,29,1,1,6.1,1.1,3.2,3.0,7.7,0,0,1,0,1,4.1,5.1,1,0,0,9.3,2.1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
11211,0.8,14.8,16,0,1,3.0,4.4,3.6,8.9,4.0,1,0,0,0,0,1.4,5.4,1,0,1,8.6,3.5,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
37188,2.1,30.4,17,0,1,0.0,5.9,2.0,8.4,0.5,1,1,0,1,0,3.3,5.8,2,1,0,8.1,2.6,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
24865,6.7,24.5,38,0,1,2.2,3.6,0.0,5.5,6.9,1,0,0,1,1,4.6,5.3,1,1,1,5.4,0.2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
35479,4.1,9.8,6,0,1,2.6,0.0,2.4,5.0,6.6,0,0,0,1,0,10.5,4.4,2,1,0,8.8,0.6,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
701,2.9,37.7,9,0,1,2.0,2.1,3.3,2.3,2.2,0,0,1,1,0,6.0,4.9,1,0,1,8.3,2.6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
17285,4.3,6.8,9,0,0,2.7,6.1,6.4,2.6,4.9,1,1,0,0,1,5.1,6.9,1,0,0,5.4,4.3,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
11566,2.0,29.4,38,1,1,6.3,8.0,3.1,7.0,3.6,1,0,0,0,1,2.3,4.5,1,0,0,8.6,2.5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
32484,3.1,26.9,24,1,1,0.8,2.1,5.2,6.2,1.5,1,0,0,0,1,3.3,4.8,1,0,0,3.6,1.4,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
13261,9.6,15.6,52,1,1,0.0,7.9,1.4,6.1,1.7,1,0,0,1,1,2.4,0.2,2,1,0,7.6,5.9,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24853,4.6,18.5,23,0,0,1.4,6.0,3.9,10.0,6.8,0,0,1,0,0,3.2,4.4,1,0,0,6.8,5.6,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
7609,1.5,6.2,34,1,1,0.0,0.4,2.8,4.0,8.8,1,1,1,0,0,1.0,7.3,1,0,1,8.5,3.3,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
27540,3.5,42.2,39,0,1,0.0,4.3,4.3,7.0,8.4,1,1,1,1,0,10.4,2.0,2,1,1,8.9,5.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
33725,2.7,15.4,16,0,0,2.0,7.9,2.8,6.4,1.0,1,1,0,1,1,9.9,5.3,1,0,0,9.7,1.1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4903,5.8,10.9,23,0,0,2.1,5.9,5.5,6.3,6.4,0,0,1,1,0,8.6,9.5,1,0,1,6.3,3.2,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
39584,4.1,6.1,79,0,1,0.0,0.9,0.9,5.7,4.2,0,1,0,0,1,7.3,3.7,3,0,0,6.3,2.0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
24883,12.2,51.0,121,1,0,0.3,9.0,1.3,4.8,9.6,1,0,0,1,1,4.0,1.7,1,0,1,8.3,3.1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1107,2.5,11.4,11,0,1,1.8,0.0,1.2,6.4,6.0,0,1,0,0,1,3.0,2.0,2,0,1,8.0,4.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6077,3.5,22.1,3,0,1,0.5,8.8,2.6,7.6,6.4,0,0,1,1,0,3.2,2.6,1,0,0,4.1,5.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
33458,7.4,24.6,54,1,1,0.0,3.7,3.7,7.0,6.7,1,0,0,1,0,6.3,5.8,2,0,0,5.5,1.2,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
40031,6.6,7.4,13,0,1,1.2,3.5,3.5,6.6,3.5,0,0,0,1,1,10.0,1.7,3,1,1,7.3,4.9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
25757,2.7,8.3,25,1,1,0.0,3.8,3.1,6.2,7.5,0,1,0,0,1,8.6,4.2,2,0,0,7.7,2.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
8594,3.0,7.2,74,1,1,3.5,6.1,3.9,4.5,2.8,1,0,1,1,1,6.4,1.0,1,1,0,9.6,3.5,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
14423,1.9,12.1,11,0,1,0.6,5.0,5.6,6.3,2.2,0,0,0,0,1,7.2,8.4,2,0,0,7.6,2.1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
17047,2.5,32.4,129,0,0,2.4,1.7,4.0,5.8,4.5,0,0,0,1,0,1.4,6.3,2,0,0,6.5,0.5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
26435,6.6,7.9,39,1,1,1.7,1.7,4.8,7.2,4.2,1,1,0,0,0,8.2,7.8,1,0,0,8.7,0.6,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
20582,5.0,7.0,17,1,1,2.8,2.2,0.0,7.3,3.6,0,0,0,1,1,7.5,4.4,2,1,0,4.5,2.9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
29340,0.5,21.7,81,0,1,1.7,3.2,0.0,8.5,10.0,1,0,0,0,1,5.7,3.1,1,0,0,6.9,5.4,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
37994,4.6,19.7,44,0,1,6.2,6.9,4.2,6.4,4.9,1,0,0,0,0,6.5,8.4,1,0,0,7.2,2.0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
37450,8.8,17.1,50,0,1,2.1,3.1,0.8,4.2,5.3,0,1,1,0,1,8.9,8.4,1,0,1,10.0,4.2,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2541,2.7,7.4,13,0,1,1.1,0.0,5.2,4.0,4.6,1,1,0,0,1,6.2,7.7,2,0,1,4.6,3.7,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
34112,5.8,8.2,41,0,1,4.4,4.6,2.9,9.9,6.0,1,1,0,1,1,8.1,4.9,1,1,1,3.9,5.0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
36429,10.3,30.8,90,0,1,3.7,0.3,4.4,3.4,6.5,1,0,0,0,1,11.3,8.1,1,0,0,9.8,4.7,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
25273,0.9,41.2,5,0,1,0.8,4.9,3.0,7.6,1.8,0,0,1,0,0,6.6,8.2,1,0,0,5.4,0.6,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
27844,3.0,22.2,5,1,1,0.7,3.2,3.3,2.0,5.6,0,0,1,1,1,0.0,4.4,2,0,0,7.3,2.4,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
36052,2.0,43.1,32,1,1,5.7,4.8,3.9,5.5,1.0,0,0,0,0,1,8.2,9.4,1,0,1,4.4,3.9,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
3643,6.1,14.7,16,0,1,7.3,6.3,8.7,7.9,5.0,0,0,0,1,1,7.0,4.6,1,0,0,5.6,3.3,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
22732,12.1,9.7,21,0,1,6.8,7.9,2.1,7.1,1.4,1,0,0,0,1,5.3,5.6,3,0,0,6.2,1.5,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
13874,3.9,22.4,12,0,1,5.4,5.2,3.8,5.1,5.2,0,0,1,0,1,7.5,7.1,2,0,1,6.5,2.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
15014,2.8,7.8,107,0,1,0.9,3.1,3.2,7.9,7.4,1,0,0,0,1,4.9,6.7,2,0,0,8.0,1.2,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
30554,4.2,49.9,5,0,1,3.3,4.8,5.1,7.6,4.5,0,0,1,0,0,7.6,1.8,2,0,0,3.5,5.8,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
1876,1.0,19.1,7,0,1,1.5,8.6,2.3,4.7,6.5,0,1,0,0,0,6.5,5.5,1,0,0,7.4,0.8,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
23116,4.9,43.7,16,0,1,5.2,10.0,3.4,0.5,7.3,1,1,0,0,0,6.4,3.5,3,0,0,7.6,3.0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
25816,2.9,15.1,50,1,1,4.0,0.0,3.6,4.4,5.9,1,0,0,0,1,7.2,2.8,1,0,0,3.9,1.6,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
36115,1.3,30.5,7,0,1,0.4,1.4,2.3,7.9,4.4,0,0,0,1,1,11.0,4.8,1,0,1,7.7,3.1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
21556,1.2,13.8,14,0,1,0.0,0.9,1.3,5.8,4.0,1,0,0,1,1,9.5,2.3,1,1,0,3.8,3.5,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
2290,1.6,7.7,51,0,1,5.5,10.0,7.2,5.5,1.3,1,0,1,0,1,5.3,4.8,2,0,0,4.1,0.7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
35223,0.3,28.5,13,0,0,5.7,5.8,7.3,4.7,5.9,0,0,1,1,0,2.1,4.7,3,0,0,6.0,0.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
2955,0.6,8.4,45,0,1,0.0,2.9,0.0,6.9,3.9,1,0,0,1,1,10.4,2.5,1,0,1,10.0,4.4,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
5013,6.0,30.8,52,0,0,0.0,0.0,0.0,4.7,6.1,0,0,0,1,1,1.9,4.4,1,0,0,9.1,0.3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
40290,1.4,39.0,17,0,1,3.7,4.3,1.7,8.9,3.7,0,0,0,0,1,5.8,7.1,1,0,1,5.4,1.8,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
1017,2.8,9.1,25,0,1,1.7,8.3,4.2,6.6,2.0,1,1,0,0,1,10.2,8.6,1,0,0,7.6,2.0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
18938,4.3,18.8,27,0,1,3.3,0.7,3.8,6.4,7.1,1,0,0,0,0,2.9,6.6,2,0,1,0.9,0.2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
14485,7.6,19.3,63,0,1,5.7,1.8,2.1,9.4,8.2,1,0,0,0,0,4.5,4.6,2,0,1,7.7,4.8,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2739,2.5,6.9,12,1,1,3.4,8.0,7.3,6.9,4.7,1,0,0,1,0,3.8,5.7,2,0,1,8.0,1.2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
16420,2.6,14.1,52,0,1,2.6,8.6,4.6,8.7,5.9,0,0,0,0,0,0.0,9.2,1,0,0,4.2,0.5,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8049,11.4,9.2,60,0,1,2.1,5.8,5.8,4.8,4.2,0,0,0,0,0,7.9,6.2,1,0,1,8.7,1.4,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
30988,0.9,11.6,31,0,1,0.0,5.4,3.3,10.0,5.2,0,0,1,0,1,7.7,6.3,1,0,0,10.0,3.7,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2653,9.5,16.3,95,0,0,1.1,3.7,2.1,6.1,7.2,1,0,0,1,1,8.9,1.8,1,0,0,5.9,4.3,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
16512,6.4,19.4,12,0,1,2.5,1.4,0.0,5.3,6.8,0,1,0,0,1,2.0,6.6,1,0,1,6.0,1.3,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
7265,5.2,25.0,14,1,1,5.1,3.5,3.0,9.6,3.0,0,0,0,1,1,3.7,3.2,2,0,0,7.1,6.4,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
3791,2.4,26.6,24,0,0,0.0,1.6,2.4,7.2,5.9,1,1,0,1,0,9.2,1.0,3,0,1,3.3,6.2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
39174,0.6,20.3,54,0,1,2.2,8.3,3.2,4.5,6.0,0,0,1,0,1,9.2,6.2,1,0,0,7.6,1.7,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
16568,11.6,26.3,8,1,1,6.4,6.2,7.0,7.0,3.3,0,0,0,0,1,3.7,6.8,2,0,0,5.3,0.2,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
39148,2.5,18.4,20,0,1,3.2,1.4,4.8,5.6,5.4,0,0,1,1,1,3.8,4.7,1,1,0,0.6,0.9,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
6085,3.1,26.0,183,0,1,2.7,3.4,2.3,5.7,10.0,1,1,0,1,1,8.5,7.2,3,1,0,5.1,1.5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
24247,8.4,23.3,9,0,1,0.6,1.9,4.2,8.0,0.5,1,1,1,0,1,4.1,5.4,1,0,0,4.4,2.6,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1957,2.6,36.1,68,0,1,4.8,1.5,1.8,7.3,4.4,1,1,0,1,1,4.2,3.5,3,0,0,5.7,3.8,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
26409,0.5,6.0,61,0,1,1.5,1.9,2.8,3.8,5.9,0,1,1,0,0,6.3,4.0,1,0,1,7.4,0.2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
2322,0.9,38.5,109,0,1,1.8,4.4,5.9,6.4,3.0,0,0,1,0,1,7.5,5.1,2,0,0,7.1,1.3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
34566,4.1,7.7,14,0,1,3.3,4.0,5.8,5.8,6.6,0,0,1,0,0,3.8,5.1,3,0,0,5.1,0.7,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
30735,4.3,7.1,66,0,1,1.9,4.4,0.0,3.2,6.4,0,0,0,0,0,5.1,7.6,1,0,0,5.2,4.4,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
39868,2.1,42.4,23,0,1,3.3,7.8,0.0,6.9,7.7,1,0,1,1,1,5.9,5.7,2,1,1,8.1,1.2,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
16087,2.6,35.6,11,0,1,0.0,6.9,5.1,7.9,4.0,0,1,0,1,1,4.2,7.3,2,0,0,3.1,0.6,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
5413,5.6,34.7,4,0,1,3.7,6.8,4.8,5.0,3.1,1,0,0,0,1,5.2,4.5,2,0,0,9.5,0.5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
28133,4.4,6.2,46,0,0,4.8,0.2,1.9,6.0,5.0,1,1,0,0,0,11.1,7.2,1,0,0,7.1,1.2,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
29816,0.6,40.7,3,0,1,1.6,2.7,0.1,5.1,10.0,0,0,1,0,0,3.0,1.6,1,0,0,9.5,3.5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
11277,1.6,9.4,28,0,1,2.2,1.6,3.7,6.8,8.2,1,1,0,0,1,5.5,8.5,1,0,1,6.8,1.7,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
10147,1.1,17.9,65,0,1,0.0,6.1,2.9,5.9,4.7,1,0,1,0,0,4.6,7.9,1,0,0,4.7,2.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
27001,1.5,15.7,24,0,1,4.4,1.4,1.4,7.6,6.3,1,0,0,1,1,3.4,5.8,2,0,0,8.6,1.8,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
38389,1.2,12.8,8,0,1,2.9,5.5,5.7,6.1,3.6,1,0,0,1,1,4.8,4.8,1,0,0,5.0,1.3,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
31024,1.9,28.5,90,0,1,4.2,9.5,3.6,3.0,6.7,0,0,1,1,1,6.6,9.8,1,0,0,6.1,6.8,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
